,num_reviews,orig_price,been_sale,rating_val,num_tags,num_genres,year_released
4316,1025,11.99,0,8.0,20.0,3.0,2017.0
4318,215,12.99,0,8.0,16.0,4.0,2018.0
4319,461,9.99,0,5.0,2.0,0.0,2017.0
4322,755,24.99,0,7.0,20.0,7.0,2020.0
4323,31,9.99,0,7.0,6.0,2.0,2020.0
4324,110866,29.99,0,9.0,20.0,3.0,2013.0
4326,1239,5.99,0,8.0,20.0,1.0,2013.0
4329,1180,9.99,0,8.0,8.0,4.0,2018.0
4331,4232,14.99,0,8.0,11.0,5.0,2016.0
4332,2185,5.99,0,8.0,20.0,4.0,2015.0
4337,340,11.99,0,8.0,5.0,1.0,2019.0
4344,22,9.99,0,0.0,20.0,2.0,2021.0
4345,171,9.99,0,8.0,20.0,4.0,2020.0
4346,88,6.99,0,8.0,20.0,1.0,2009.0
4347,1217,59.99,0,7.0,20.0,3.0,2020.0
4355,4048,14.99,0,8.0,20.0,6.0,2014.0
4356,308,9.99,1,7.0,6.0,3.0,2012.0
4357,17,9.99,0,6.0,3.0,3.0,2019.0
4359,154,12.99,0,8.0,4.0,6.0,2018.0
4360,280,9.99,0,8.0,7.0,2.0,2019.0
4367,485,9.99,0,5.0,10.0,4.0,2018.0
4368,1277,9.99,0,8.0,20.0,3.0,2014.0
4372,211,9.99,0,8.0,7.0,1.0,2019.0
4374,8428,9.99,0,8.0,20.0,4.0,2016.0
4378,568,9.99,0,8.0,9.0,3.0,2015.0
4381,8,9.99,0,0.0,20.0,4.0,2021.0
4383,3135,9.99,0,8.0,20.0,2.0,2009.0
4384,76,9.99,0,8.0,20.0,4.0,2020.0
4387,3270,11.99,0,8.0,13.0,3.0,2019.0
4388,461,9.99,0,8.0,20.0,4.0,2018.0
4389,140,14.99,0,8.0,5.0,3.0,2016.0
4391,1126,7.99,0,8.0,20.0,1.0,2012.0
4392,4346,29.99,0,5.0,20.0,6.0,2017.0
4393,508,14.99,0,8.0,17.0,3.0,2016.0
4394,3659,11.99,0,8.0,20.0,4.0,2018.0
4395,14,11.99,0,6.0,20.0,2.0,2020.0
4396,281,9.99,0,7.0,16.0,5.0,2017.0
4397,22,11.99,0,6.0,20.0,2.0,2020.0
4399,2286,11.99,0,3.0,20.0,1.0,2012.0
4400,2710,9.99,0,8.0,20.0,3.0,2015.0
4402,3783,4.99,0,8.0,17.0,2.0,2015.0
4403,2,4.99,0,0.0,14.0,0.0,2020.0
4409,2669,24.99,0,7.0,15.0,2.0,2020.0
4411,6458,9.99,0,9.0,20.0,5.0,2013.0
4413,1789,0.99,0,7.0,9.0,2.0,2016.0
4414,122,9.99,0,8.0,6.0,0.0,2018.0
4415,1984,9.99,0,9.0,12.0,3.0,2019.0
4417,329,9.99,0,8.0,9.0,5.0,2017.0
4418,2422,5.99,0,8.0,19.0,4.0,2014.0
4420,152,9.99,0,8.0,11.0,1.0,2008.0
4424,3203,9.99,0,9.0,13.0,4.0,2015.0
4428,226,19.99,0,5.0,20.0,3.0,2015.0
4429,347,19.99,0,7.0,20.0,3.0,2014.0
4432,25,12.99,0,6.0,8.0,0.0,2016.0
4433,392,9.99,0,8.0,20.0,4.0,2020.0
4436,275,5.99,0,8.0,14.0,4.0,2016.0
4437,874,34.99,0,8.0,2.0,1.0,2013.0
4439,2226,9.99,0,7.0,18.0,4.0,2019.0
4441,326,9.99,0,8.0,5.0,4.0,2019.0
4444,712,10.99,0,9.0,20.0,6.0,2019.0
4447,147,9.99,0,5.0,8.0,2.0,2019.0
4449,2697,4.99,0,8.0,20.0,2.0,2013.0
4454,58,11.99,0,6.0,20.0,2.0,2018.0
4456,905,9.99,0,8.0,11.0,3.0,2017.0
4457,679,9.99,0,9.0,8.0,3.0,2020.0
4458,192,9.99,0,8.0,3.0,1.0,2020.0
4459,1751,9.99,0,9.0,20.0,2.0,2014.0
4460,252,9.99,0,8.0,20.0,3.0,2015.0
4468,9487,17.99,0,9.0,20.0,9.0,2019.0
4469,493,4.99,0,8.0,20.0,6.0,2020.0
4471,190,4.99,0,5.0,10.0,4.0,2019.0
4475,49,14.99,1,6.0,20.0,4.0,2021.0
4476,1120,9.99,0,8.0,15.0,1.0,2008.0
4477,1139,19.99,0,5.0,20.0,5.0,2015.0
4478,80,11.99,0,8.0,20.0,4.0,2020.0
4479,1779,29.99,0,8.0,20.0,3.0,2021.0
4480,1560,9.99,0,8.0,4.0,2.0,2015.0
4483,9879,9.99,0,8.0,20.0,3.0,2012.0
4485,93,269.99,0,8.0,6.0,4.0,2018.0
4488,146,24.99,1,7.0,20.0,3.0,2017.0
4489,562,1.99,0,8.0,12.0,0.0,2011.0
4490,699,14.99,0,8.0,11.0,3.0,2010.0
4493,190,14.99,0,8.0,8.0,3.0,2010.0
4494,393,4.99,0,8.0,11.0,0.0,2019.0
4496,1358,9.99,0,8.0,20.0,2.0,2017.0
4498,1741,9.99,0,8.0,14.0,1.0,2008.0
4499,14788,9.99,0,5.0,20.0,5.0,2015.0
4500,88,12.99,1,7.0,20.0,5.0,2020.0
4501,1997,9.99,0,9.0,20.0,3.0,2018.0
4504,903,9.99,0,8.0,20.0,4.0,2018.0
4505,247,9.99,0,8.0,7.0,3.0,2020.0
4508,155,14.99,0,8.0,15.0,5.0,2018.0
4509,129,14.99,1,5.0,9.0,7.0,2019.0
4510,738,12.99,0,7.0,15.0,4.0,2014.0
4511,39,14.99,0,5.0,20.0,3.0,2018.0
4517,57,4.99,0,7.0,20.0,2.0,2020.0
4518,3529,4.99,0,8.0,20.0,5.0,2013.0
4519,343,9.99,0,7.0,18.0,3.0,2017.0
4520,1805,9.99,0,8.0,5.0,2.0,2017.0
4521,2234,9.99,0,7.0,19.0,4.0,2014.0
4522,157,9.99,0,8.0,9.0,1.0,2016.0
4524,1206,14.99,0,9.0,20.0,5.0,2018.0
4530,306,9.99,0,8.0,9.0,5.0,2019.0
4534,84,9.99,1,7.0,20.0,0.0,2018.0
4536,129,9.99,0,8.0,12.0,3.0,2020.0
4537,2398,9.99,0,8.0,17.0,1.0,2008.0
4538,679,9.99,0,5.0,6.0,2.0,2017.0
4542,130,1.99,0,8.0,8.0,4.0,2021.0
4544,121,9.99,0,8.0,20.0,6.0,2020.0
4545,499,9.99,0,8.0,8.0,1.0,2010.0
4548,9,9.99,0,0.0,1.0,1.0,2020.0
4550,38015,29.99,0,5.0,20.0,5.0,2020.0
4551,4658,9.99,0,7.0,18.0,1.0,2009.0
4552,634,4.99,0,7.0,9.0,3.0,2011.0
4557,1506,9.99,0,8.0,20.0,2.0,2008.0
4562,9,9.99,0,0.0,20.0,5.0,2021.0
4564,99,9.99,0,7.0,14.0,4.0,2017.0
4566,4602,4.99,0,8.0,20.0,8.0,2014.0
4567,2429,9.99,0,8.0,20.0,2.0,2016.0
4568,1740,9.99,1,8.0,18.0,6.0,2018.0
4569,453,9.99,0,8.0,9.0,3.0,2018.0
4573,1059,10.99,0,9.0,20.0,6.0,2020.0
4575,594,9.99,0,8.0,8.0,7.0,2020.0
4580,1620,9.99,0,8.0,20.0,4.0,2018.0
4589,159,14.99,0,6.0,11.0,2.0,2017.0
4591,133,19.99,1,7.0,3.0,2.0,2018.0
4593,1132,3.99,0,8.0,13.0,4.0,2012.0
4594,16,9.99,0,6.0,20.0,5.0,2020.0
4597,355,9.99,0,7.0,7.0,2.0,2014.0
4599,2963,9.99,0,8.0,16.0,2.0,2013.0
4606,9688,9.99,0,8.0,20.0,4.0,2016.0
4607,420,9.99,0,8.0,7.0,1.0,2019.0
4608,281,29.99,0,8.0,8.0,0.0,2019.0
4609,3881,29.99,1,3.0,20.0,3.0,2012.0
4610,272,9.99,0,5.0,3.0,2.0,2016.0
4612,17,4.99,0,7.0,16.0,0.0,2021.0
4613,1093,9.99,0,8.0,18.0,2.0,2007.0
4614,65,5.99,0,7.0,4.0,2.0,2017.0
4615,3230,9.99,0,8.0,20.0,4.0,2017.0
4616,2811,9.99,0,8.0,16.0,2.0,2008.0
4617,51,10.99,0,5.0,9.0,4.0,2019.0
4618,60,9.99,0,8.0,12.0,3.0,2020.0
4620,225,9.99,0,5.0,20.0,4.0,2012.0
4622,1529,3.99,0,8.0,20.0,3.0,2017.0
4623,3140,9.99,0,8.0,15.0,1.0,2018.0
4624,55,4.99,0,5.0,20.0,6.0,2020.0
4626,96,9.99,0,5.0,12.0,3.0,2019.0
4628,98,9.99,0,8.0,8.0,4.0,2019.0
4630,202,19.99,0,5.0,20.0,5.0,2019.0
4632,40,9.99,0,6.0,20.0,5.0,2021.0
4635,410,6.99,1,8.0,20.0,3.0,2019.0
4636,660,9.99,0,8.0,20.0,0.0,2016.0
4637,221,9.99,0,7.0,20.0,3.0,2014.0
4639,81,5.99,0,5.0,3.0,2.0,2017.0
4640,49,9.99,0,7.0,20.0,3.0,2020.0
4641,47,5.99,0,5.0,4.0,2.0,2017.0
4642,180,9.99,0,5.0,12.0,2.0,2020.0
4644,11,13.99,0,5.0,5.0,0.0,2017.0
4645,1171,4.99,0,8.0,14.0,1.0,2007.0
4646,18,8.99,1,6.0,7.0,0.0,2020.0
4648,290,9.99,0,7.0,12.0,6.0,2018.0
4649,200,9.99,0,8.0,5.0,3.0,2009.0
4651,297,9.99,0,8.0,12.0,1.0,2009.0
4652,746,9.99,0,8.0,16.0,4.0,2016.0
4653,601,9.99,0,8.0,16.0,4.0,2017.0
4658,523,3.99,0,8.0,12.0,1.0,2020.0
4660,57,9.99,0,6.0,8.0,2.0,2019.0
4661,539,9.99,0,8.0,10.0,4.0,2009.0
4662,205,9.99,0,8.0,20.0,5.0,2019.0
4666,10,10.99,0,0.0,20.0,6.0,2020.0
4669,106,7.99,0,8.0,15.0,1.0,2021.0
4670,1034,1.99,0,7.0,20.0,2.0,2020.0
4671,288,4.99,0,8.0,20.0,2.0,2018.0
4672,2131,9.99,0,8.0,20.0,2.0,2013.0
4673,379,9.99,0,8.0,9.0,2.0,2010.0
4674,1064,9.99,0,5.0,8.0,5.0,2018.0
4675,4778,9.99,0,8.0,20.0,1.0,2016.0
4678,1438,9.99,0,8.0,17.0,1.0,2013.0
4680,1270,14.99,1,5.0,10.0,3.0,2014.0
4682,2621,39.99,0,8.0,5.0,0.0,2020.0
4683,289,9.99,0,8.0,20.0,6.0,2020.0
4685,868,7.99,0,8.0,20.0,5.0,2016.0
4687,62,9.99,0,8.0,2.0,1.0,2018.0
4691,114,19.99,1,7.0,12.0,2.0,2013.0
4694,4789,14.99,0,7.0,20.0,2.0,2014.0
4697,625,9.99,0,7.0,19.0,3.0,2017.0
4699,150,5.99,0,7.0,8.0,3.0,2017.0
4706,296,9.99,0,8.0,8.0,4.0,2018.0
4707,82,4.99,0,5.0,6.0,3.0,2019.0
4709,208,9.99,0,8.0,13.0,3.0,2020.0
4711,349,9.99,0,3.0,3.0,1.0,2012.0
4713,116,4.99,0,8.0,13.0,3.0,2019.0
4722,44,9.99,0,6.0,10.0,4.0,2019.0
4725,729,9.99,0,9.0,15.0,2.0,2017.0
4730,103,9.99,0,7.0,20.0,5.0,2019.0
4732,1074,9.99,0,7.0,18.0,4.0,2018.0
4733,91,9.99,0,8.0,20.0,2.0,2020.0
4734,5095,9.99,0,8.0,20.0,4.0,2013.0
4735,68,9.99,0,7.0,2.0,2.0,2010.0
4736,82,9.99,0,8.0,20.0,2.0,2021.0
4737,239,9.99,0,8.0,20.0,3.0,2020.0
4739,1354,9.99,0,8.0,17.0,3.0,2016.0
4742,800,13.37,1,5.0,14.0,3.0,2014.0
4743,9354,9.99,0,8.0,19.0,3.0,2015.0
4744,1192,9.99,0,8.0,19.0,3.0,2015.0
4745,402,9.99,0,8.0,20.0,4.0,2017.0
4746,28,9.99,0,7.0,7.0,0.0,2018.0
4748,2267,24.99,0,8.0,20.0,3.0,2019.0
4750,4153,9.99,0,9.0,13.0,2.0,2008.0
4753,219,9.99,0,7.0,13.0,6.0,2020.0
4754,36,4.99,0,5.0,18.0,5.0,2020.0
4758,628,9.99,0,5.0,6.0,1.0,2008.0
4765,5802,4.99,1,8.0,20.0,3.0,2013.0
4768,301,9.99,0,5.0,5.0,0.0,2016.0
4771,3182,9.99,0,7.0,20.0,4.0,2016.0
4777,213,3.99,0,8.0,13.0,1.0,2020.0
4779,29,9.99,0,7.0,6.0,4.0,2019.0
4782,140,9.99,0,8.0,11.0,1.0,2019.0
4784,97,9.99,0,7.0,2.0,3.0,2009.0
4785,173,9.99,0,5.0,11.0,1.0,2017.0
4795,566,7.99,0,9.0,15.0,2.0,2017.0
4796,118,9.99,0,5.0,11.0,3.0,2019.0
4801,928,2.99,0,9.0,10.0,1.0,2020.0
4805,2604,6.99,0,8.0,20.0,2.0,2012.0
4815,258,9.99,0,5.0,7.0,1.0,2008.0
4816,225,9.99,0,8.0,20.0,3.0,2020.0
4822,29,8.99,1,6.0,19.0,4.0,2019.0
4824,634,39.99,0,8.0,20.0,2.0,2019.0
4829,518,9.99,0,5.0,8.0,2.0,2010.0
4833,490,9.99,0,8.0,9.0,2.0,2018.0
4834,63,9.99,0,5.0,5.0,1.0,2017.0
4842,1702,9.99,0,7.0,13.0,5.0,2017.0
4844,36,9.99,0,5.0,5.0,0.0,2017.0
4845,3257,9.99,0,8.0,20.0,3.0,2010.0
4853,5492,9.99,0,5.0,20.0,5.0,2013.0
4865,496,7.99,0,8.0,14.0,4.0,2020.0
4870,40,9.99,0,7.0,20.0,2.0,2021.0
4872,760,9.99,0,8.0,15.0,3.0,2013.0
4873,43,9.99,0,6.0,3.0,2.0,2010.0
4874,17,19.99,0,3.0,6.0,2.0,2018.0
4876,21,9.99,0,7.0,19.0,4.0,2020.0
4878,1555,9.99,0,8.0,20.0,2.0,2009.0
4879,298,9.99,0,8.0,20.0,5.0,2019.0
4880,89,9.99,0,8.0,20.0,2.0,2020.0
4883,922,4.99,0,8.0,17.0,1.0,2014.0
4887,21,9.99,0,0.0,12.0,0.0,2019.0
4889,19,12.99,0,6.0,7.0,0.0,2017.0
4893,166,9.99,0,8.0,20.0,3.0,2020.0
4894,1108,9.99,0,8.0,8.0,3.0,2017.0
4898,803,9.99,0,8.0,20.0,4.0,2019.0
4900,4181,59.99,0,8.0,9.0,3.0,2020.0
4901,337,9.99,0,5.0,20.0,4.0,2018.0
4903,725,9.99,0,7.0,20.0,6.0,2016.0
4905,76,4.99,0,8.0,5.0,3.0,2019.0
4906,131,3.99,0,8.0,5.0,7.0,2018.0
4908,13,4.99,1,6.0,18.0,3.0,2021.0
4909,76,9.99,0,8.0,20.0,4.0,2018.0
4911,379,9.99,0,8.0,9.0,3.0,2013.0
4913,2,9.99,0,0.0,3.0,3.0,2018.0
4915,30,8.99,0,5.0,20.0,2.0,2020.0
4918,348,9.99,0,8.0,9.0,3.0,2014.0
4919,170,2.99,0,8.0,6.0,5.0,2016.0
4922,168,9.99,0,5.0,6.0,6.0,2019.0
4923,33,8.99,1,6.0,20.0,5.0,2021.0
4924,159,14.99,1,8.0,15.0,2.0,2017.0
4925,537,9.99,0,5.0,13.0,6.0,2015.0
4926,434,9.99,0,7.0,20.0,1.0,2013.0
4930,1953,9.99,0,3.0,20.0,2.0,2018.0
4932,237,8.99,0,8.0,20.0,3.0,2019.0
4933,64,8.99,0,8.0,20.0,4.0,2021.0
4940,1746,9.99,1,8.0,12.0,1.0,2009.0
4942,194,9.99,0,8.0,10.0,2.0,2015.0
4944,14,7.99,0,0.0,5.0,5.0,2019.0
4945,14823,9.99,0,8.0,20.0,2.0,2011.0
4948,12,9.99,0,0.0,7.0,4.0,2017.0
4949,4,9.99,0,0.0,20.0,2.0,2021.0
4951,58,9.99,0,7.0,13.0,2.0,2020.0
4952,32,9.99,0,6.0,20.0,3.0,2017.0
4953,63,9.99,0,6.0,18.0,2.0,2020.0
4954,52,9.99,0,6.0,7.0,2.0,2019.0
4955,307,9.99,0,8.0,11.0,4.0,2017.0
4956,213,6.99,0,8.0,9.0,3.0,2014.0
4957,126,8.99,0,8.0,9.0,3.0,2019.0
4959,229,4.99,0,8.0,7.0,3.0,2018.0
4961,227,9.99,0,8.0,20.0,3.0,2017.0
4963,6175,9.99,1,8.0,20.0,4.0,2015.0
4964,7,29.99,0,0.0,7.0,4.0,2021.0
4966,399,9.99,0,7.0,20.0,3.0,2016.0
4967,494,24.99,0,8.0,9.0,0.0,2020.0
4968,209,9.99,0,7.0,7.0,3.0,2017.0
4970,163,9.99,0,8.0,16.0,3.0,2013.0
4971,397,8.99,0,8.0,20.0,4.0,2017.0
4973,196,4.99,0,7.0,8.0,2.0,2013.0
4974,1796,4.99,1,7.0,20.0,3.0,2019.0
4979,1,4.99,1,0.0,20.0,2.0,2021.0
4980,7008,29.99,0,8.0,20.0,1.0,2017.0
4981,237,7.99,0,8.0,20.0,5.0,2021.0
4982,93,4.99,0,8.0,7.0,2.0,2020.0
4988,6,9.99,1,0.0,20.0,4.0,2021.0
4990,259,4.99,0,5.0,9.0,2.0,2016.0
4991,182,69.99,0,8.0,4.0,0.0,2019.0
4992,33,7.99,0,5.0,5.0,0.0,2019.0
4996,351,9.99,1,8.0,6.0,2.0,2015.0
4997,232,9.99,0,5.0,4.0,1.0,2010.0
5003,240,9.99,0,8.0,8.0,3.0,2020.0
5005,791,4.99,0,7.0,20.0,5.0,2020.0
5006,181,9.99,0,8.0,4.0,2.0,2012.0
5009,1,3.99,0,0.0,14.0,2.0,2021.0
5010,24,9.99,0,6.0,14.0,2.0,2020.0
5011,20,9.99,0,6.0,17.0,2.0,2021.0
5012,120,9.99,0,8.0,20.0,0.0,2018.0
5013,57,9.99,0,7.0,2.0,0.0,2018.0
5016,300,9.99,0,8.0,20.0,5.0,2018.0
5020,1325,9.99,0,9.0,20.0,4.0,2017.0
5021,41,9.99,0,5.0,6.0,0.0,2018.0
5022,692,19.99,0,8.0,15.0,2.0,2021.0
5023,1652,19.99,0,8.0,14.0,4.0,2020.0
5024,154,2.99,0,8.0,19.0,4.0,2021.0
5026,1640,1.99,0,8.0,9.0,1.0,2016.0
5027,46,4.99,0,6.0,8.0,3.0,2020.0
5028,375,2.99,0,8.0,11.0,1.0,2007.0
5029,3680,34.99,0,8.0,20.0,7.0,2020.0
5030,4,9.99,0,0.0,3.0,3.0,2017.0
5031,78,12.99,1,8.0,20.0,3.0,2018.0
5032,33,4.99,0,6.0,17.0,2.0,2017.0
5033,172,8.99,0,8.0,20.0,4.0,2020.0
5034,48,14.99,1,6.0,18.0,3.0,2020.0
5036,170,9.99,1,8.0,20.0,4.0,2017.0
5039,17,9.99,0,7.0,20.0,5.0,2021.0
5040,1309,6.99,0,8.0,20.0,2.0,2012.0
5042,53,9.99,0,7.0,9.0,0.0,2020.0
5044,433,9.99,0,8.0,7.0,4.0,2015.0
5046,4599,1.99,0,9.0,20.0,6.0,2020.0
5049,1923,9.99,0,9.0,13.0,2.0,2015.0
5052,32,14.99,1,5.0,20.0,3.0,2020.0
5053,112,9.99,0,8.0,5.0,0.0,2017.0
5055,346,9.99,0,8.0,9.0,4.0,2015.0
5058,34,11.99,1,6.0,9.0,4.0,2020.0
5060,43,8.99,0,6.0,17.0,7.0,2019.0
5061,12,8.99,0,0.0,7.0,1.0,2019.0
5067,163,9.99,1,5.0,7.0,6.0,2020.0
5068,255,9.99,0,7.0,11.0,1.0,2014.0
5069,16,9.99,0,7.0,8.0,2.0,2017.0
5073,883,39.99,0,8.0,10.0,3.0,2020.0
5076,426,9.99,0,8.0,14.0,3.0,2015.0
5077,202,8.99,0,8.0,7.0,5.0,2018.0
5079,15,14.99,0,3.0,5.0,0.0,2018.0
5080,163,4.99,0,8.0,7.0,0.0,2017.0
5081,14214,0.99,0,7.0,20.0,1.0,2009.0
5087,57,9.99,0,7.0,4.0,0.0,2017.0
5091,1719,9.99,0,8.0,14.0,2.0,2007.0
5092,796,9.99,0,7.0,20.0,4.0,2015.0
5094,33,1.99,0,6.0,20.0,6.0,2020.0
5097,746,9.99,0,8.0,16.0,3.0,2014.0
5098,808,7.99,0,8.0,12.0,1.0,2009.0
5100,5083,7.99,0,9.0,20.0,2.0,2019.0
5102,598,34.99,0,8.0,12.0,1.0,2018.0
5103,158,7.99,0,8.0,16.0,1.0,2020.0
5105,340,9.99,0,8.0,9.0,2.0,2016.0
5107,335,3.99,0,8.0,9.0,3.0,2019.0
5110,288,29.99,0,8.0,5.0,0.0,2018.0
5111,513,7.99,0,8.0,11.0,4.0,2018.0
5117,192,3.99,0,5.0,8.0,0.0,2018.0
5120,458,9.99,0,7.0,15.0,1.0,2009.0
5121,1045,5.99,0,8.0,20.0,1.0,2016.0
5123,136,7.99,0,8.0,9.0,2.0,2020.0
5124,16,9.99,0,6.0,20.0,1.0,2021.0
5126,156,14.99,0,8.0,7.0,3.0,2014.0
5131,897,7.99,0,8.0,14.0,4.0,2015.0
5132,207,9.99,0,7.0,8.0,5.0,2015.0
5133,6215,9.99,0,8.0,20.0,2.0,2009.0
5135,100,9.99,0,8.0,4.0,1.0,2016.0
5137,1011,99.99,0,8.0,6.0,4.0,2013.0
5138,16,9.99,0,7.0,4.0,0.0,2019.0
5139,507,1.99,0,7.0,20.0,5.0,2020.0
5141,285,9.99,0,7.0,7.0,5.0,2015.0
5142,30,9.99,0,6.0,20.0,6.0,2018.0
5144,14,8.99,0,6.0,18.0,4.0,2021.0
5146,1699,7.99,0,7.0,20.0,4.0,2012.0
5147,349,9.99,0,5.0,20.0,7.0,2020.0
5150,403,9.99,0,8.0,11.0,2.0,2010.0
5151,18,9.99,0,0.0,1.0,1.0,2009.0
5152,21,9.99,0,6.0,20.0,2.0,2018.0
5154,668,7.99,0,9.0,17.0,2.0,2015.0
5158,126,2.99,0,8.0,5.0,5.0,2020.0
5159,789,26.99,0,7.0,13.0,4.0,2020.0
5164,135,7.99,0,8.0,20.0,3.0,2019.0
5166,92,6.99,0,8.0,7.0,3.0,2014.0
5167,36,7.99,0,6.0,10.0,2.0,2021.0
5168,3088,17.99,0,5.0,10.0,0.0,2019.0
5169,362,9.99,0,8.0,7.0,3.0,2018.0
5170,291,49.99,0,5.0,20.0,2.0,2021.0
5172,39,9.99,0,6.0,4.0,0.0,2016.0
5174,130,3.99,0,5.0,20.0,6.0,2021.0
5175,140,2.99,0,8.0,20.0,6.0,2020.0
5176,54,7.99,0,6.0,20.0,5.0,2021.0
5180,47,9.99,0,6.0,4.0,4.0,2016.0
5181,1103,5.99,0,8.0,12.0,1.0,2020.0
5183,255,7.99,0,7.0,20.0,2.0,2019.0
5184,57,7.99,0,8.0,10.0,4.0,2020.0
5186,3,6.99,0,0.0,20.0,0.0,2021.0
5188,144,19.99,0,5.0,20.0,0.0,2020.0
5189,2217,9.99,0,8.0,20.0,3.0,2015.0
5190,17278,39.99,0,8.0,20.0,3.0,2016.0
5194,402,23.99,0,8.0,10.0,3.0,2019.0
5201,4018,19.99,0,9.0,15.0,2.0,2017.0
5202,808,39.99,0,8.0,5.0,3.0,2020.0
5203,861,4.99,0,8.0,16.0,2.0,2018.0
5204,268,7.99,0,8.0,18.0,3.0,2020.0
5206,482,6.99,0,8.0,8.0,3.0,2014.0
5208,448,4.99,1,8.0,9.0,0.0,2015.0
5209,564,39.99,1,7.0,6.0,3.0,2020.0
5210,1204,6.99,0,8.0,17.0,2.0,2014.0
5212,196,9.99,0,8.0,20.0,5.0,2014.0
5213,29852,19.99,0,8.0,20.0,3.0,2010.0
5214,293,6.99,0,8.0,20.0,4.0,2018.0
5215,57,9.99,0,5.0,5.0,0.0,2019.0
5216,242,4.99,0,7.0,16.0,3.0,2020.0
5219,361,5.99,1,8.0,18.0,4.0,2013.0
5220,100,7.99,0,8.0,9.0,3.0,2020.0
5221,2391,7.99,0,7.0,20.0,4.0,2012.0
5223,222,9.99,1,8.0,9.0,2.0,2009.0
5225,9,9.99,0,0.0,3.0,3.0,2017.0
5228,11,5.99,0,6.0,14.0,4.0,2021.0
5229,1445,9.99,0,8.0,17.0,3.0,2014.0
5232,314,7.99,0,8.0,20.0,3.0,2019.0
5235,512,19.99,1,8.0,20.0,3.0,2015.0
5236,205,1.99,0,5.0,20.0,3.0,2018.0
5237,773,7.99,0,8.0,20.0,4.0,2020.0
5241,423,7.99,0,7.0,11.0,4.0,2016.0
5242,124,5.99,0,8.0,20.0,4.0,2020.0
5243,958,7.99,0,8.0,8.0,2.0,2019.0
5246,3169,11.99,0,8.0,16.0,6.0,2020.0
5248,824,9.99,1,7.0,20.0,4.0,2017.0
5251,615,7.99,0,5.0,17.0,7.0,2017.0
5259,621,6.99,0,8.0,11.0,5.0,2009.0
5260,43,7.99,0,6.0,3.0,4.0,2020.0
5261,45,8.99,0,6.0,20.0,0.0,2020.0
5265,112,3.99,0,7.0,7.0,2.0,2020.0
5267,248,7.99,0,8.0,7.0,2.0,2015.0
5270,570,1.99,0,7.0,8.0,3.0,2019.0
5271,227,6.99,0,8.0,6.0,3.0,2014.0
5272,4626,19.99,0,8.0,20.0,5.0,2020.0
5273,4223,5.99,0,8.0,20.0,3.0,2020.0
5274,407,7.99,0,8.0,13.0,2.0,2016.0
5275,181,6.99,0,8.0,20.0,4.0,2020.0
5276,123,9.99,0,7.0,10.0,4.0,2014.0
5277,33,6.99,1,6.0,5.0,2.0,2019.0
5278,84,6.99,1,8.0,17.0,2.0,2020.0
5279,242,7.99,0,8.0,10.0,2.0,2020.0
5280,205,7.99,0,8.0,12.0,2.0,2019.0
5281,11,2.99,0,0.0,6.0,1.0,2020.0
5282,121,4.99,0,7.0,20.0,2.0,2016.0
5284,22,7.99,0,6.0,20.0,3.0,2021.0
5285,6766,2.99,0,8.0,20.0,5.0,2016.0
5288,896,19.99,0,9.0,20.0,3.0,2021.0
5292,2443,7.99,0,8.0,19.0,4.0,2019.0
5296,474,6.99,0,8.0,14.0,2.0,2016.0
5302,575,9.99,0,8.0,16.0,3.0,2014.0
5304,86,3.99,0,8.0,20.0,2.0,2021.0
5307,4888,4.99,0,8.0,20.0,4.0,2009.0
5308,101,9.99,0,8.0,4.0,1.0,2018.0
5310,827,9.99,0,5.0,17.0,1.0,2014.0
5311,4507,29.99,0,7.0,20.0,3.0,2019.0
5312,233,7.99,0,8.0,7.0,3.0,2012.0
5314,447,59.99,0,8.0,5.0,4.0,2016.0
5319,12,4.99,0,0.0,11.0,1.0,2010.0
5323,216,6.99,0,5.0,6.0,0.0,2013.0
5326,2309,0.99,1,8.0,20.0,3.0,2015.0
5327,2,5.99,0,0.0,15.0,4.0,2021.0
5328,2408,9.99,0,8.0,20.0,2.0,2012.0
5330,189,6.99,0,8.0,8.0,3.0,2014.0
5332,637,9.99,0,9.0,10.0,1.0,2016.0
5333,956,6.99,0,8.0,15.0,3.0,2012.0
5334,720,6.99,0,7.0,9.0,1.0,2012.0
5335,1499,9.99,0,8.0,20.0,3.0,2016.0
5336,1788,9.99,0,9.0,16.0,2.0,2014.0
5338,89,9.99,0,5.0,5.0,3.0,2016.0
5343,280,9.99,0,5.0,10.0,1.0,2017.0
5344,989,4.99,0,9.0,5.0,4.0,2009.0
5345,22,9.99,0,5.0,4.0,3.0,2015.0
5346,23,9.99,0,7.0,5.0,4.0,2015.0
5347,103,9.99,0,7.0,8.0,4.0,2014.0
5351,307,7.99,0,8.0,12.0,2.0,2017.0
5352,5051,59.99,0,8.0,20.0,5.0,2019.0
5354,267,7.99,0,8.0,12.0,2.0,2018.0
5355,3429,9.99,1,8.0,20.0,3.0,2013.0
5356,315,3.99,0,8.0,3.0,2.0,2016.0
5357,4090,1.99,0,8.0,17.0,4.0,2019.0
5358,1999,39.99,0,8.0,12.0,4.0,2019.0
5363,187,9.99,1,8.0,4.0,4.0,2009.0
5364,37,9.99,0,6.0,8.0,3.0,2015.0
5365,263,14.99,1,8.0,20.0,4.0,2020.0
5367,689,9.99,0,8.0,17.0,3.0,2015.0
