,num_reviews,orig_price,been_sale,rating_val,num_tags,num_genres,year_released
1901,642,9.99,0,7.0,6.0,2.0,2015.0
1902,797,24.99,0,8.0,13.0,4.0,2019.0
1904,2222,24.99,0,8.0,17.0,2.0,2017.0
1905,4466,9.99,0,8.0,20.0,1.0,2005.0
1906,9002,24.99,0,8.0,20.0,2.0,2015.0
1908,41,24.99,0,7.0,20.0,4.0,2021.0
1909,475,14.99,0,8.0,20.0,4.0,2021.0
1910,3452,9.99,0,8.0,19.0,4.0,2009.0
1912,2483,14.99,0,8.0,20.0,3.0,2018.0
1914,3245,14.99,0,8.0,20.0,3.0,2020.0
1915,20293,9.99,0,8.0,20.0,1.0,2011.0
1916,654,19.99,1,8.0,20.0,1.0,2014.0
1918,690,24.99,0,5.0,20.0,5.0,2021.0
1919,13688,9.99,0,8.0,20.0,2.0,2014.0
1920,259,5.99,0,8.0,16.0,2.0,2018.0
1921,1072,24.99,0,8.0,7.0,4.0,2020.0
1922,674,24.99,0,8.0,6.0,3.0,2013.0
1923,514,19.99,0,8.0,20.0,5.0,2020.0
1924,586,14.99,1,8.0,20.0,2.0,2020.0
1925,12064,4.99,0,9.0,19.0,3.0,2016.0
1926,1591,9.99,0,8.0,20.0,5.0,2020.0
1931,2108,39.99,0,8.0,15.0,4.0,2018.0
1936,4924,24.99,0,8.0,20.0,3.0,2016.0
1938,1032,12.99,1,7.0,11.0,0.0,2017.0
1939,980,49.99,0,5.0,8.0,3.0,2020.0
1940,997,3.99,0,9.0,4.0,0.0,2018.0
1941,9313,12.99,0,8.0,18.0,2.0,2010.0
1944,16792,9.99,0,8.0,20.0,2.0,2015.0
1946,1776,24.99,0,7.0,20.0,2.0,2019.0
1947,6144,19.99,0,8.0,20.0,4.0,2020.0
1948,2461,19.99,0,9.0,20.0,3.0,2015.0
1949,9369,11.99,0,9.0,20.0,3.0,2017.0
1950,1495,19.99,0,8.0,10.0,4.0,2017.0
1952,482,24.99,0,8.0,6.0,3.0,2020.0
1953,2948,23.99,0,8.0,20.0,3.0,2014.0
1955,4303,39.99,0,5.0,12.0,2.0,2020.0
1958,5765,4.99,0,9.0,11.0,2.0,2019.0
1959,18745,39.99,0,5.0,20.0,8.0,2017.0
1960,65189,1.99,0,9.0,20.0,4.0,2018.0
1961,2052,24.99,0,8.0,20.0,4.0,2020.0
1964,4833,19.99,0,5.0,12.0,4.0,2010.0
1965,710,9.0,0,9.0,15.0,3.0,2019.0
1967,500,19.99,0,7.0,20.0,3.0,2021.0
1969,29,19.99,0,6.0,20.0,2.0,2021.0
1970,2646,17.99,1,7.0,15.0,4.0,2020.0
1971,23408,39.99,0,9.0,20.0,5.0,2014.0
1973,7409,9.99,0,8.0,20.0,6.0,2015.0
1974,2189,14.99,0,8.0,19.0,5.0,2017.0
1975,295,24.99,0,7.0,20.0,4.0,2020.0
1976,7582,14.99,0,7.0,20.0,3.0,2015.0
1977,29880,24.99,0,7.0,20.0,3.0,2019.0
1979,13054,14.99,0,8.0,20.0,2.0,2013.0
1981,1163,24.99,0,9.0,20.0,1.0,2018.0
1983,6031,24.99,0,7.0,16.0,1.0,2016.0
1985,7596,9.99,0,8.0,19.0,2.0,2014.0
1986,3515,9.99,0,9.0,18.0,3.0,2009.0
1987,33900,19.99,0,8.0,20.0,7.0,2015.0
1988,742,19.99,0,8.0,16.0,2.0,2016.0
1991,1622,4.99,0,7.0,18.0,3.0,2015.0
1997,12297,15.99,0,8.0,20.0,4.0,2018.0
1999,36,14.99,0,6.0,20.0,0.0,2021.0
2000,473,14.99,0,8.0,8.0,0.0,2018.0
2001,8326,14.99,0,8.0,20.0,5.0,2013.0
2002,436,39.99,0,8.0,14.0,3.0,2020.0
2003,7016,24.99,0,5.0,20.0,3.0,2017.0
2004,23,14.99,1,6.0,18.0,2.0,2021.0
2006,7181,14.99,0,8.0,20.0,1.0,2018.0
2007,12128,4.99,0,9.0,20.0,4.0,2019.0
2008,8405,9.99,0,8.0,20.0,2.0,2009.0
2009,8581,4.99,0,8.0,20.0,2.0,2001.0
2011,2157,39.99,1,5.0,12.0,3.0,2020.0
2013,3138,8.99,0,8.0,12.0,2.0,2016.0
2014,188,29.99,0,5.0,3.0,1.0,2017.0
2015,1126,24.99,0,8.0,20.0,2.0,2019.0
2016,455,49.99,0,7.0,12.0,3.0,2020.0
2017,2189,49.99,1,8.0,6.0,4.0,2020.0
2018,728,4.99,0,8.0,20.0,6.0,2020.0
2019,5171,79.99,0,8.0,15.0,5.0,2015.0
2027,3569,19.99,0,8.0,20.0,3.0,2017.0
2028,62,19.99,0,5.0,6.0,4.0,2021.0
2029,1338,14.99,0,8.0,20.0,3.0,2016.0
2031,1855,29.99,1,8.0,20.0,3.0,2016.0
2032,11373,19.99,0,8.0,20.0,3.0,2016.0
2033,5173,9.99,0,9.0,20.0,4.0,2020.0
2034,3719,39.99,0,8.0,18.0,3.0,2017.0
2035,1315,29.99,0,7.0,4.0,2.0,2018.0
2037,1630,19.99,0,8.0,18.0,1.0,2012.0
2039,1390,19.99,0,9.0,15.0,3.0,2020.0
2040,4642,39.99,1,8.0,8.0,6.0,2014.0
2041,2590,14.99,0,9.0,11.0,0.0,2017.0
2042,2653,19.99,0,8.0,20.0,7.0,2020.0
2044,1151,19.99,0,9.0,20.0,4.0,2020.0
2045,79,18.99,1,8.0,13.0,3.0,2020.0
2046,647,49.99,0,5.0,6.0,1.0,2017.0
2047,8108,39.99,0,7.0,20.0,6.0,2019.0
2050,132,17.99,0,8.0,20.0,3.0,2021.0
2051,588,14.99,0,8.0,20.0,3.0,2020.0
2055,1418,19.99,0,8.0,14.0,3.0,2020.0
2056,492,14.99,0,8.0,15.0,3.0,2017.0
2057,6933,9.99,0,8.0,20.0,3.0,2014.0
2060,24,9.99,1,6.0,19.0,4.0,2021.0
2061,2773,9.99,0,7.0,20.0,3.0,2012.0
2063,795,11.99,0,9.0,20.0,2.0,2020.0
2064,858,9.99,0,9.0,8.0,1.0,2016.0
2065,92,14.99,0,8.0,14.0,0.0,2020.0
2066,40087,16.99,0,9.0,20.0,2.0,2018.0
2067,11407,4.99,0,9.0,20.0,2.0,1999.0
2068,949,14.99,0,8.0,20.0,2.0,2019.0
2070,16081,19.99,0,8.0,20.0,2.0,2017.0
2071,2301,14.99,0,9.0,20.0,2.0,2016.0
2072,629,0.99,0,5.0,20.0,5.0,2019.0
2073,748,14.99,0,8.0,20.0,4.0,2018.0
2074,111,6.99,0,8.0,15.0,2.0,2021.0
2076,3004,19.99,0,8.0,20.0,3.0,2016.0
2077,4,49.99,0,0.0,2.0,2.0,2017.0
2078,865,14.99,0,8.0,8.0,1.0,2020.0
2079,552,6.99,0,8.0,6.0,3.0,2017.0
2080,2232,39.99,0,7.0,17.0,4.0,2019.0
2082,2626,16.99,0,8.0,19.0,2.0,2017.0
2085,1006,9.99,0,8.0,8.0,0.0,2016.0
2087,5799,9.99,0,8.0,15.0,2.0,2018.0
2091,1586,29.99,1,5.0,12.0,1.0,2020.0
2092,366,39.99,0,5.0,20.0,7.0,2020.0
2093,518,19.99,0,8.0,15.0,5.0,2020.0
2095,1725,9.99,0,9.0,13.0,2.0,2020.0
2096,13856,39.99,0,7.0,20.0,3.0,2018.0
2100,9152,9.99,0,8.0,20.0,2.0,2016.0
2101,4145,19.99,0,8.0,20.0,5.0,2016.0
2102,2731,44.99,0,7.0,20.0,4.0,2015.0
2104,1013,14.99,0,8.0,20.0,3.0,2020.0
2106,588,24.99,0,8.0,13.0,0.0,2016.0
2107,26812,9.99,0,8.0,20.0,5.0,2020.0
2108,1984,34.99,0,8.0,20.0,3.0,2020.0
2109,2786,29.99,0,8.0,16.0,2.0,2018.0
2111,1351,14.99,0,8.0,20.0,5.0,2021.0
2112,4631,19.99,0,8.0,20.0,3.0,2018.0
2113,806,19.99,0,9.0,20.0,5.0,2020.0
2114,3401,7.99,0,8.0,20.0,4.0,2021.0
2115,2584,19.99,0,7.0,16.0,2.0,2014.0
2116,2541,19.99,0,8.0,20.0,2.0,2017.0
2117,4047,19.99,0,8.0,20.0,3.0,2017.0
2119,10311,19.99,0,8.0,20.0,3.0,2011.0
2120,285,19.99,0,8.0,17.0,0.0,2018.0
2121,9372,19.99,0,7.0,20.0,1.0,2011.0
2123,3306,12.99,0,8.0,20.0,4.0,2020.0
2125,335,19.99,0,8.0,18.0,5.0,2021.0
2126,940,14.99,0,8.0,18.0,5.0,2017.0
2127,1663,24.99,0,7.0,18.0,3.0,2015.0
2128,4569,4.99,0,9.0,20.0,2.0,2007.0
2133,2556,19.99,0,5.0,20.0,5.0,2020.0
2134,1684,19.99,0,8.0,20.0,3.0,2020.0
2135,277,19.99,0,8.0,20.0,4.0,2019.0
2136,3294,19.99,0,7.0,18.0,2.0,2015.0
2137,8240,19.99,0,5.0,20.0,1.0,2011.0
2138,839,19.99,0,7.0,17.0,2.0,2019.0
2139,407,29.99,0,7.0,20.0,2.0,2021.0
2143,33,13.99,0,6.0,20.0,5.0,2021.0
2145,6691,19.99,0,7.0,20.0,3.0,2017.0
2147,1845,24.99,0,8.0,14.0,4.0,2018.0
2148,1554,29.99,1,7.0,14.0,5.0,2017.0
2150,19260,19.99,0,7.0,20.0,5.0,2014.0
2151,10378,12.99,0,9.0,20.0,2.0,2008.0
2152,2196,19.99,0,8.0,19.0,2.0,2012.0
2153,1170,9.99,1,8.0,17.0,3.0,2010.0
2154,21779,19.99,0,8.0,8.0,3.0,2020.0
2156,774,19.99,0,8.0,20.0,5.0,2020.0
2157,624,39.99,0,8.0,17.0,7.0,2020.0
2158,768,19.99,0,9.0,10.0,0.0,2017.0
2159,810,45.0,0,5.0,10.0,5.0,2018.0
2160,1263,19.99,0,8.0,12.0,4.0,2009.0
2161,917,29.99,1,8.0,20.0,0.0,2018.0
2162,3195,29.99,0,8.0,20.0,2.0,2018.0
2163,7293,12.99,0,8.0,20.0,2.0,2015.0
2164,458,5.99,0,8.0,6.0,2.0,2017.0
2165,1612,19.99,0,8.0,20.0,4.0,2018.0
2167,96,19.99,0,7.0,8.0,2.0,2019.0
2169,2906,19.99,0,7.0,20.0,3.0,2017.0
2171,1030,29.99,0,8.0,20.0,0.0,2020.0
2173,2851,14.99,0,8.0,20.0,2.0,2020.0
2174,937,19.99,0,8.0,20.0,6.0,2020.0
2175,198,19.99,0,7.0,17.0,3.0,2021.0
2176,1844,19.99,0,5.0,8.0,1.0,2010.0
2177,2625,39.99,0,8.0,20.0,3.0,2020.0
2178,2166,19.99,0,8.0,20.0,4.0,2019.0
2180,444,9.99,0,7.0,5.0,0.0,2017.0
2181,1256,9.99,0,8.0,14.0,2.0,2014.0
2182,7032,9.99,0,8.0,20.0,2.0,2006.0
2184,10487,29.99,0,5.0,15.0,4.0,2020.0
2185,11883,14.99,1,7.0,20.0,3.0,2012.0
2187,6081,5.99,1,8.0,20.0,3.0,2013.0
2191,1227,19.99,0,8.0,13.0,3.0,2020.0
2193,510,39.99,0,7.0,20.0,5.0,2020.0
2194,33876,14.99,0,8.0,20.0,2.0,2015.0
2198,1998,39.99,0,5.0,20.0,3.0,2018.0
2199,9109,34.99,0,8.0,20.0,3.0,2015.0
2200,297,39.99,0,8.0,6.0,1.0,2018.0
2203,253,7.99,0,8.0,5.0,0.0,2020.0
2207,1445,39.99,0,5.0,14.0,2.0,2008.0
2211,3668,9.99,0,9.0,20.0,2.0,2016.0
2212,6546,7.99,0,9.0,20.0,2.0,2019.0
2215,199,39.99,0,8.0,9.0,2.0,2019.0
2216,2385,19.99,0,8.0,20.0,2.0,2018.0
2217,59,19.99,0,8.0,8.0,2.0,2021.0
2219,710,14.99,0,8.0,20.0,4.0,2020.0
2220,218,14.99,0,8.0,17.0,1.0,2010.0
2221,1132,19.99,0,8.0,20.0,5.0,2021.0
2222,744,19.99,0,8.0,20.0,5.0,2020.0
2225,140,19.99,0,8.0,20.0,4.0,2020.0
2226,274,9.99,0,8.0,20.0,17.0,2020.0
2227,681,12.99,0,8.0,20.0,4.0,2019.0
2230,544,19.99,0,8.0,17.0,0.0,2016.0
2231,6414,5.99,0,9.0,15.0,3.0,2018.0
2232,178,14.99,0,8.0,7.0,3.0,2018.0
2233,2488,19.99,0,8.0,20.0,1.0,2016.0
2234,219,19.99,0,8.0,12.0,6.0,2020.0
2236,546,19.99,0,8.0,16.0,2.0,2018.0
2238,7410,29.99,0,8.0,20.0,3.0,2019.0
2240,2168,19.99,0,8.0,20.0,4.0,2017.0
2241,362,19.99,0,7.0,11.0,0.0,2017.0
2242,294,19.99,0,8.0,6.0,0.0,2018.0
2243,3955,19.99,0,8.0,20.0,2.0,2014.0
2245,395,16.99,0,7.0,20.0,5.0,2020.0
2247,626,14.99,0,8.0,20.0,4.0,2021.0
2249,7826,18.99,0,8.0,20.0,3.0,2015.0
2253,11415,14.99,0,8.0,20.0,5.0,2017.0
2254,1826,14.99,0,8.0,20.0,5.0,2018.0
2255,1135,19.99,0,8.0,15.0,4.0,2019.0
2258,5653,4.99,0,8.0,20.0,1.0,1999.0
2260,178,19.99,0,8.0,20.0,3.0,2021.0
2262,95845,29.99,0,8.0,20.0,0.0,2016.0
2263,68,19.99,0,6.0,20.0,3.0,2021.0
2264,284,19.99,0,8.0,12.0,4.0,2019.0
2265,24562,39.99,0,9.0,20.0,3.0,2016.0
2266,18369,29.99,0,7.0,14.0,2.0,2020.0
2269,2460,39.99,0,7.0,20.0,5.0,2018.0
2271,1366,9.99,0,8.0,20.0,3.0,2017.0
2273,50,19.99,0,6.0,20.0,1.0,2019.0
2276,13062,29.99,0,7.0,20.0,2.0,2014.0
2277,28,19.99,0,5.0,20.0,1.0,2017.0
2278,390,19.99,0,8.0,20.0,3.0,2016.0
2280,431,19.99,0,7.0,12.0,2.0,2015.0
2281,811,19.99,1,8.0,14.0,3.0,2019.0
2287,963,19.99,0,5.0,20.0,4.0,2020.0
2292,296,29.99,0,8.0,4.0,2.0,2019.0
2293,883,34.99,0,5.0,20.0,6.0,2021.0
2295,1649,19.99,0,8.0,13.0,3.0,2020.0
2297,131,39.99,0,7.0,11.0,4.0,2020.0
2298,1523,19.99,0,7.0,14.0,3.0,2018.0
2299,552,19.99,0,8.0,20.0,0.0,2016.0
2301,1590,19.99,0,8.0,20.0,4.0,2018.0
2302,1819,12.99,0,8.0,15.0,4.0,2020.0
2303,30,19.99,0,6.0,20.0,1.0,2017.0
2304,78,19.99,0,7.0,20.0,0.0,2018.0
2305,3015,14.99,0,5.0,20.0,5.0,2018.0
2306,418,9.99,0,8.0,10.0,2.0,2018.0
2307,6076,9.99,0,8.0,20.0,5.0,2013.0
2309,1025,39.99,0,9.0,19.0,3.0,2018.0
2311,1677,19.99,0,8.0,20.0,2.0,2016.0
2313,260,19.99,0,8.0,20.0,0.0,2020.0
2314,1427,29.99,0,8.0,9.0,0.0,2019.0
2315,845,19.99,0,5.0,10.0,4.0,2020.0
2316,101,29.99,1,7.0,14.0,0.0,2020.0
2320,864,39.99,0,8.0,20.0,2.0,2015.0
2321,105,24.99,1,6.0,18.0,2.0,2021.0
2322,8508,19.99,1,5.0,20.0,4.0,2013.0
2326,1547,19.99,0,7.0,16.0,4.0,2021.0
2327,3172,29.99,0,7.0,17.0,0.0,2018.0
2328,7360,29.99,0,8.0,20.0,4.0,2019.0
2329,301,19.99,0,5.0,20.0,6.0,2020.0
2331,7172,12.99,0,9.0,20.0,4.0,2017.0
2333,398,39.99,0,5.0,16.0,2.0,2016.0
2334,18696,14.99,0,8.0,20.0,2.0,2016.0
2335,7648,19.99,0,9.0,20.0,4.0,2019.0
2339,258,11.99,0,7.0,3.0,1.0,2019.0
2344,502,34.99,0,8.0,17.0,3.0,2017.0
2345,214,19.99,0,7.0,15.0,0.0,2019.0
2346,74,9.99,0,8.0,20.0,1.0,2017.0
2347,12962,44.99,1,8.0,20.0,7.0,2012.0
2349,969,39.99,0,8.0,11.0,3.0,2018.0
2350,1160,39.99,0,5.0,15.0,3.0,2015.0
2352,1242,14.99,0,8.0,20.0,6.0,2020.0
2353,6879,19.99,1,7.0,20.0,2.0,2009.0
2356,1286,9.99,0,5.0,16.0,2.0,2019.0
2357,211,19.99,0,7.0,18.0,0.0,2019.0
2359,2981,29.99,0,8.0,19.0,3.0,2020.0
2360,2669,5.99,0,8.0,10.0,5.0,2016.0
2361,30430,29.99,0,8.0,15.0,2.0,2018.0
2362,190,49.99,0,7.0,10.0,2.0,2015.0
2363,537,39.99,0,5.0,3.0,2.0,2014.0
2364,2101,34.99,0,9.0,10.0,4.0,2019.0
2365,11,9.99,0,0.0,17.0,3.0,2020.0
2368,7983,34.99,0,5.0,18.0,6.0,2020.0
2369,18843,29.99,0,8.0,20.0,1.0,2015.0
2370,1024,19.99,0,8.0,19.0,2.0,2016.0
2371,558,9.99,0,8.0,11.0,2.0,2020.0
2372,37,34.99,0,6.0,19.0,2.0,2021.0
2374,20880,29.99,0,8.0,20.0,2.0,2014.0
2376,724,7.99,0,8.0,20.0,3.0,2020.0
2378,12117,19.99,0,5.0,20.0,2.0,2017.0
2379,3770,19.99,0,8.0,20.0,6.0,2018.0
2380,7574,7.99,0,8.0,20.0,1.0,2011.0
2381,257,16.99,1,8.0,20.0,3.0,2019.0
2382,205,24.99,0,8.0,20.0,3.0,2021.0
2383,10727,19.99,0,8.0,20.0,4.0,2018.0
2384,15528,29.99,0,8.0,20.0,3.0,2017.0
2385,1898,29.99,0,9.0,13.0,3.0,2015.0
2386,17988,29.99,0,7.0,20.0,3.0,2015.0
2387,1235,29.99,0,8.0,20.0,5.0,2019.0
2388,22,24.99,0,6.0,13.0,0.0,2021.0
2389,144,19.99,0,7.0,20.0,3.0,2020.0
2390,888,14.99,0,8.0,20.0,5.0,2016.0
2391,7463,17.99,1,7.0,20.0,4.0,2018.0
2393,687,4.99,0,8.0,13.0,4.0,2020.0
2394,81,19.99,1,8.0,20.0,0.0,2021.0
2397,185,16.99,1,8.0,7.0,4.0,2020.0
2399,186,16.99,0,8.0,20.0,5.0,2020.0
2400,7536,24.99,0,8.0,20.0,3.0,2020.0
2401,500,34.99,0,8.0,9.0,2.0,2017.0
2403,24253,14.99,0,9.0,20.0,2.0,2013.0
2404,9164,17.99,0,9.0,20.0,6.0,2016.0
2408,566,11.99,0,9.0,4.0,1.0,2017.0
2409,5854,10.99,0,9.0,20.0,3.0,2017.0
2410,203,14.99,1,8.0,20.0,5.0,2021.0
2411,362,29.99,0,8.0,15.0,2.0,2017.0
2416,87,19.99,0,5.0,5.0,0.0,2017.0
2418,2575,29.99,0,8.0,20.0,1.0,2017.0
2419,125,29.99,0,8.0,8.0,4.0,2020.0
2422,5695,7.99,0,8.0,20.0,1.0,2012.0
2424,958,24.99,0,7.0,20.0,5.0,2020.0
2426,21,34.99,0,6.0,4.0,0.0,2020.0
2427,6423,6.99,0,7.0,20.0,4.0,2014.0
2428,688,9.99,0,8.0,9.0,6.0,2020.0
2430,3963,29.99,0,8.0,20.0,4.0,2019.0
2433,4341,9.99,1,8.0,20.0,3.0,2013.0
2434,31143,29.99,0,5.0,20.0,7.0,2018.0
2436,1054,14.99,0,9.0,20.0,3.0,2017.0
2438,314,19.99,1,8.0,20.0,2.0,2019.0
2439,7834,19.99,0,7.0,20.0,3.0,2014.0
2440,4156,39.99,0,7.0,20.0,4.0,2017.0
2441,722,39.99,1,8.0,6.0,3.0,2019.0
2442,407,4.99,0,8.0,7.0,4.0,2020.0
2443,256,10.99,0,5.0,20.0,2.0,2021.0
2445,6215,9.99,0,8.0,20.0,3.0,2013.0
2448,185,29.99,0,8.0,7.0,1.0,2013.0
2449,28,19.99,0,0.0,20.0,4.0,2021.0
2453,853,24.99,0,8.0,7.0,0.0,2018.0
2456,29,4.99,0,6.0,20.0,1.0,2011.0
2459,815,14.99,0,8.0,19.0,3.0,2019.0
2463,5348,12.99,0,9.0,20.0,2.0,2007.0
2464,498,9.99,0,8.0,13.0,2.0,2019.0
2465,2402,7.99,0,8.0,13.0,2.0,2011.0
2466,481,34.99,0,8.0,10.0,1.0,2016.0
2469,544,29.99,0,8.0,14.0,0.0,2018.0
2470,42,39.99,1,7.0,5.0,2.0,2019.0
2472,6498,19.99,0,7.0,20.0,4.0,2014.0
2473,741,5.99,0,8.0,20.0,2.0,2010.0
2476,665,13.99,0,8.0,20.0,4.0,2019.0
2477,11986,29.99,0,7.0,20.0,3.0,2017.0
2478,6205,14.99,0,8.0,20.0,3.0,2019.0
2480,24824,0.99,0,9.0,20.0,3.0,2016.0
2481,704,14.99,1,8.0,14.0,3.0,2012.0
2482,440,9.99,0,8.0,14.0,2.0,2009.0
2483,33515,14.99,0,8.0,20.0,2.0,2012.0
2485,3652,2.99,0,9.0,20.0,2.0,2020.0
2486,8609,14.99,0,9.0,20.0,2.0,2009.0
2487,4522,9.99,0,9.0,20.0,2.0,2016.0
2490,192,39.99,0,8.0,7.0,1.0,2020.0
2491,198,29.99,0,8.0,20.0,4.0,2020.0
2492,13029,24.99,0,7.0,20.0,7.0,2017.0
2499,2102,29.99,0,5.0,19.0,3.0,2019.0
2500,1408,15.99,0,8.0,20.0,2.0,2018.0
2503,4265,14.99,0,8.0,20.0,3.0,2014.0
2504,106,9.99,0,8.0,16.0,2.0,2018.0
2507,129,24.99,0,8.0,20.0,4.0,2021.0
2508,343,14.99,0,8.0,6.0,3.0,2021.0
2511,3322,14.99,0,9.0,20.0,3.0,2018.0
2512,2551,7.99,1,8.0,9.0,4.0,2018.0
2513,13910,14.99,0,8.0,20.0,1.0,2013.0
2514,16691,14.99,0,9.0,20.0,2.0,2013.0
2515,275,29.99,0,5.0,20.0,4.0,2020.0
2516,163,15.99,0,7.0,11.0,3.0,2020.0
2517,79,39.99,0,8.0,11.0,2.0,2015.0
2519,1047,14.99,0,8.0,14.0,3.0,2018.0
2520,1756,29.99,0,8.0,18.0,3.0,2019.0
2521,2676,29.99,0,5.0,15.0,2.0,2015.0
2524,1381,34.99,0,8.0,19.0,2.0,2019.0
2526,5992,29.99,0,7.0,20.0,3.0,2013.0
2527,2475,29.99,0,5.0,15.0,2.0,2015.0
2528,188,19.99,1,7.0,4.0,1.0,2018.0
2530,79,19.99,0,5.0,4.0,0.0,2016.0
2531,753,9.99,0,7.0,13.0,1.0,2008.0
2533,1141,19.99,0,7.0,6.0,0.0,2019.0
2536,33478,14.99,0,9.0,20.0,4.0,2011.0
2537,181,39.99,1,5.0,18.0,4.0,2020.0
2539,926,24.99,0,7.0,20.0,6.0,2020.0
2540,96,19.99,0,7.0,20.0,0.0,2020.0
2545,100,12.99,0,8.0,16.0,1.0,2020.0
2546,128,19.99,0,8.0,16.0,0.0,2018.0
2550,49996,4.99,0,9.0,20.0,5.0,2011.0
2551,3730,14.99,0,8.0,20.0,3.0,2017.0
2552,126,39.99,0,8.0,5.0,1.0,2020.0
2553,87,39.99,0,8.0,8.0,1.0,2020.0
2554,7196,14.99,0,7.0,20.0,4.0,2018.0
2555,688,29.99,0,5.0,6.0,0.0,2018.0
2556,10229,8.99,0,8.0,20.0,6.0,2015.0
2557,2360,24.99,0,8.0,16.0,1.0,2016.0
2563,1740,9.99,0,8.0,20.0,2.0,2018.0
2566,534,14.99,0,8.0,4.0,0.0,2016.0
2568,14353,14.99,0,8.0,13.0,6.0,2020.0
2571,97,4.99,0,8.0,20.0,5.0,2021.0
2572,1362,12.99,0,8.0,20.0,6.0,2020.0
2574,148,9.99,0,8.0,20.0,3.0,2021.0
2575,6174,29.99,0,5.0,20.0,2.0,2016.0
2576,1153,29.99,0,8.0,15.0,4.0,2019.0
2577,4315,4.99,0,8.0,20.0,6.0,2017.0
2578,7643,0.99,0,8.0,20.0,6.0,2019.0
2579,3318,29.99,0,7.0,20.0,4.0,2017.0
2580,5326,4.99,0,8.0,20.0,2.0,2007.0
2581,374,29.99,0,7.0,5.0,2.0,2021.0
2582,900,19.99,1,7.0,20.0,1.0,2017.0
2583,234,29.99,0,8.0,12.0,0.0,2019.0
2584,4885,29.99,0,8.0,20.0,1.0,2013.0
2586,355,24.99,0,7.0,17.0,4.0,2021.0
2587,44880,14.99,0,8.0,20.0,3.0,2010.0
2588,211,14.99,0,8.0,8.0,5.0,2020.0
2589,13102,29.99,0,8.0,20.0,2.0,2013.0
2591,4538,29.99,0,5.0,20.0,2.0,2017.0
2592,1433,19.99,0,7.0,19.0,2.0,2021.0
2593,18482,29.99,0,8.0,20.0,3.0,2015.0
2595,565,9.99,0,7.0,7.0,1.0,2009.0
2597,1629,19.99,0,8.0,20.0,3.0,2017.0
2599,8306,14.99,0,8.0,20.0,3.0,2017.0
2600,777,16.99,0,5.0,16.0,3.0,2018.0
2601,20533,6.99,1,9.0,14.0,7.0,2019.0
2603,174,14.99,0,8.0,20.0,3.0,2020.0
2605,156,30.0,0,8.0,2.0,2.0,2015.0
2606,104,29.99,0,8.0,17.0,2.0,2020.0
2608,4647,29.99,0,7.0,20.0,3.0,2015.0
2609,4197,29.99,0,9.0,20.0,4.0,2017.0
2610,20308,29.99,0,8.0,20.0,3.0,2013.0
2611,574,29.99,0,8.0,8.0,4.0,2017.0
2612,2779,29.99,0,8.0,20.0,4.0,2017.0
2613,1915,4.99,0,8.0,18.0,2.0,2016.0
2615,4551,29.99,0,8.0,20.0,3.0,2017.0
2618,1470,29.99,0,8.0,15.0,0.0,2018.0
2619,124,9.99,0,8.0,6.0,2.0,2010.0
2620,63,19.99,1,5.0,20.0,3.0,2020.0
2621,78,24.99,0,7.0,5.0,0.0,2019.0
2622,334,14.99,0,8.0,10.0,2.0,2017.0
2623,5573,12.99,1,9.0,19.0,5.0,2017.0
2625,10725,9.99,0,8.0,20.0,2.0,2011.0
2628,1245,14.99,0,7.0,20.0,4.0,2016.0
2629,874,9.99,0,8.0,13.0,4.0,2015.0
2630,523,29.99,0,8.0,6.0,3.0,2016.0
2633,218,7.99,0,7.0,20.0,7.0,2020.0
2634,153,29.99,0,8.0,20.0,4.0,2020.0
2636,362,29.99,0,5.0,19.0,4.0,2020.0
2637,21183,14.99,0,8.0,20.0,3.0,2017.0
2638,636,14.99,0,7.0,20.0,5.0,2018.0
2640,3705,29.99,1,7.0,20.0,5.0,2016.0
2641,5688,9.99,0,8.0,18.0,2.0,2013.0
2644,1305,29.99,0,8.0,19.0,2.0,2018.0
2646,334,14.99,0,7.0,10.0,3.0,2020.0
2647,12605,19.99,0,8.0,20.0,3.0,2015.0
2648,701,29.99,0,5.0,20.0,5.0,2018.0
2651,1994,14.99,0,8.0,4.0,2.0,2017.0
2653,72,9.99,0,8.0,15.0,3.0,2020.0
2654,5835,24.99,0,7.0,20.0,6.0,2019.0
2655,959,14.99,0,8.0,16.0,3.0,2019.0
2656,2276,24.99,0,9.0,18.0,1.0,2018.0
2662,294,14.99,0,8.0,20.0,6.0,2020.0
2664,3905,2.99,1,8.0,20.0,2.0,2014.0
2665,289,14.99,0,8.0,12.0,2.0,2018.0
2666,1091,9.99,0,7.0,20.0,5.0,2013.0
2667,410,29.99,0,7.0,20.0,7.0,2020.0
2668,1755,29.99,0,8.0,12.0,1.0,2017.0
2669,642,19.99,0,7.0,20.0,0.0,2020.0
2670,546,34.99,1,8.0,9.0,5.0,2019.0
2673,858,14.99,0,8.0,19.0,3.0,2015.0
2674,1491,13.99,0,8.0,12.0,3.0,2020.0
2675,1625,14.99,0,8.0,20.0,4.0,2019.0
2677,310,29.99,0,5.0,10.0,4.0,2020.0
2680,370,29.99,0,7.0,6.0,2.0,2019.0
2681,6709,29.99,0,8.0,20.0,2.0,2014.0
2682,1327,29.99,0,5.0,20.0,4.0,2021.0
2683,129,9.99,0,5.0,3.0,1.0,2009.0
2684,264,29.99,0,8.0,7.0,1.0,2019.0
2686,21148,19.99,0,9.0,20.0,2.0,2019.0
