title,link,release_date,been_sale,orig_price,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,rating_val,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
Sekiro™: Shadows Die Twice - GOTY Edition,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice__GOTY_Edition/?snr=1_7_7_7000_150_3,2019-03-21 00:00:00,0,59.99,130253,Very Positive,13.0,"['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Story Rich', 'Atmospheric', 'Violent', 'Open World', 'Assassin', 'Dark Fantasy', 'Great Soundtrack', 'Hack and Slash', 'RPG', 'Gore', 'Dark', 'Rhythm']",20.0,"['Action', 'Adventure', 'FromSoftware', 'Activision (Excluding Japan and Asia)']",4.0,方块游戏 (Asia),2019,13.0,other,9,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bloons TD 6,https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_7000_150_3,2018-12-17 00:00:00,0,9.99,86376,Overwhelmingly Positive,16.0,"['Strategy', 'Tower Defense', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'Family Friendly', 'Casual', '3D', 'Sandbox', 'Cartoony', 'Funny', 'Difficult', 'Great Soundtrack', 'Survival', 'Action', 'Cute', 'Indie', '2D', 'Adventure']",20.0,"['Strategy', 'Ninja Kiwi']",2.0,Ninja Kiwi,2018,16.0,other,10,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F1® 2020,https://store.steampowered.com/app/1080110/F1_2020/?snr=1_7_7_7000_150_22,2020-07-09 00:00:00,0,59.99,26447,Very Positive,11.0,"['Racing', 'Sports', 'Simulation', 'Multiplayer', 'Automobile Sim', 'Difficult', 'Split Screen', 'Driving', 'Realistic', 'Management', 'Strategy', 'Singleplayer', 'Controller', 'Local Multiplayer', 'Arcade', 'VR']",16.0,"['Racing', 'Simulation', 'Sports', 'Codemasters', 'Codemasters', 'Codemasters']",6.0,Codemasters,2020,11.0,other,9,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DARK SOULS™: REMASTERED,https://store.steampowered.com/app/570940/DARK_SOULS_REMASTERED/?snr=1_7_7_7000_150_3,2018-05-23 00:00:00,0,39.99,40452,Very Positive,12.0,"['Souls-like', 'Dark Fantasy', 'Action', 'Dark', 'Education', 'RPG', 'Difficult', 'Fantasy', 'Action RPG', 'Atmospheric', 'Great Soundtrack', 'Multiplayer', 'Lore-Rich', 'Adventure', 'Story Rich', 'Third Person', 'Replay Value', 'Exploration', 'Soundtrack', 'Character Customization']",20.0,"['Action', 'QLOC', 'FromSoftware, Inc']",3.0,BANDAI NAMCO Entertainment,2018,12.0,BANDAI NAMCO Entertainment,9,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FINAL FANTASY XIV Online,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/?snr=1_7_7_7000_150_3,2014-02-18 00:00:00,0,19.99,32427,Very Positive,,"['MMORPG', 'RPG', 'Massively Multiplayer', 'Fantasy', 'JRPG', 'Great Soundtrack', 'Character Customization', 'Open World', 'Story Rich', 'Anime', 'Multiplayer', 'Adventure', 'Magic', 'Action', 'Atmospheric', 'Co-op', 'Action RPG', 'Singleplayer', 'Online Co-Op', 'Female Protagonist']",20.0,"['Massively Multiplayer', 'RPG', 'Square Enix']",3.0,Square Enix,2014,11.225262197902417,Square Enix,9,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurgency: Sandstorm,https://store.steampowered.com/app/581320/Insurgency_Sandstorm/?snr=1_7_7_7000_150_3,2018-12-12 00:00:00,0,29.99,71334,Very Positive,23.0,"['FPS', 'Realistic', 'Shooter', 'Military', 'Multiplayer', 'Action', 'Tactical', 'First-Person', 'Online Co-Op', 'War', 'Co-op', 'Violent', 'Gore', 'Atmospheric', 'Difficult', 'Open World', 'Simulation', 'Massively Multiplayer', 'Indie', 'Choices Matter']",20.0,"['Action', 'New World Interactive']",2.0,Focus Home Interactive,2018,23.0,other,9,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Factorio,https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_7000_150_3,2020-08-14 00:00:00,0,30.0,114560,Overwhelmingly Positive,22.0,"['Automation', 'Base Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Co-op', 'Casual', '2D', 'Building', 'Moddable', 'Singleplayer', 'Pixel Graphics', 'Simulation', 'City Builder', 'Trains']",20.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",4.0,Wube Software LTD.,2020,22.0,other,10,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stellaris,https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_7000_150_4,2016-05-09 00:00:00,0,39.99,102273,Very Positive,8.0,"['Space', 'Sci-fi', 'Grand Strategy', 'Strategy', 'Exploration', '4X', 'Sandbox', 'Simulation', 'Moddable', 'Real-Time with Pause', 'Singleplayer', 'Multiplayer', 'Diplomacy', 'Management', 'Futuristic', 'Procedural Generation', 'Great Soundtrack', 'Military', 'Replay Value', 'Atmospheric']",20.0,"['Simulation', 'Strategy', 'Paradox Development Studio']",3.0,Paradox Interactive,2016,8.0,Paradox Interactive,9,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Portal 2,https://store.steampowered.com/app/620/Portal_2/?snr=1_7_7_7000_150_4,2011-04-19 00:00:00,0,9.99,244342,Overwhelmingly Positive,22.0,"['Platformer', 'Dark Humor', 'Puzzle Platformer', 'Puzzle', 'First-Person', 'Story Rich', 'Female Protagonist', '3D Platformer', 'Funny', 'Action-Adventure', 'FPS', 'Action', 'Co-op', 'Physics', 'Level Editor', 'Sci-fi', 'Science', 'Atmospheric', 'Comedy', 'Adventure']",20.0,"['Action', 'Adventure']",2.0,Valve,2011,22.0,other,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Voxel Tycoon,https://store.steampowered.com/app/732050/Voxel_Tycoon/?snr=1_7_7_7000_150_4,2021-04-15 00:00:00,0,24.99,326,Very Positive,18.0,"['Management', 'Strategy', 'Simulation', 'Early Access', 'Indie', 'Trains', 'Economy', 'Sandbox', 'Voxel', 'Building', 'City Builder']",11.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",4.0,Voxel Tycoon,2021,18.0,other,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Horizon Zero Dawn™ Complete Edition,https://store.steampowered.com/app/1151640/Horizon_Zero_Dawn_Complete_Edition/?snr=1_7_7_7000_150_4,2020-08-07 00:00:00,0,49.99,46873,Very Positive,20.0,"['Adventure', 'Open World', 'Action', 'Female Protagonist', 'RPG', 'Singleplayer', 'Story Rich', 'Post-apocalyptic', 'Robots', 'Sci-fi', 'Exploration', 'Third Person', 'Beautiful', 'Atmospheric', 'Great Soundtrack', 'Action RPG', 'Archery', 'Hunting', 'Dinosaurs', 'Stealth']",20.0,"['Action', 'Adventure', 'RPG']",3.0,"PlayStation Mobile, Inc.",2020,20.0,other,9,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Tenants,https://store.steampowered.com/app/1009560/The_Tenants/?snr=1_7_7_7000_150_4,2021-03-25 00:00:00,0,19.99,1818,Very Positive,18.0,"['Early Access', 'Simulation', 'Building', 'Management', 'Casual', 'Indie', 'Economy', 'Relaxing', 'Family Friendly', 'Stylized', 'Sandbox', 'Comedy', 'Funny', 'Singleplayer', 'Life Sim', 'City Builder', 'God Game', 'Cartoony', 'Atmospheric', 'Design & Illustration']",20.0,"['Casual', 'Indie', 'Simulation', 'Early Access', 'Ancient Forge Studio', 'Frozen District']",6.0,Frozen District,2021,18.0,other,9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Total War: WARHAMMER II,https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II/?snr=1_7_7_7000_150_4,2017-09-28 00:00:00,0,59.99,91864,Very Positive,13.0,"['Strategy', 'Fantasy', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'War', 'Multiplayer', 'Games Workshop', 'Action', 'Turn-Based', 'Singleplayer', 'Dark Fantasy', 'Co-op', 'Tactical', 'Real Time Tactics', 'Atmospheric', 'Story Rich', 'Dinosaurs', 'Great Soundtrack', 'Warhammer 40K']",20.0,"['Action', 'Strategy', 'CREATIVE ASSEMBLY', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', 'SEGA', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",8.0,Feral Interactive (Linux),2017,13.0,other,9,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 5,https://store.steampowered.com/app/21690/Resident_Evil_5/?snr=1_7_7_7000_150_4,2009-09-15 00:00:00,1,19.99,21665,Very Positive,11.0,"['Action', 'Zombies', 'Co-op', 'Third-Person Shooter', 'Horror', 'Co-op Campaign', 'Online Co-Op', 'Adventure', 'Multiplayer', 'Third Person', 'Survival Horror', 'Shooter', 'Singleplayer', 'Local Co-Op', 'Female Protagonist', 'Survival', 'Quick-Time Events', 'Gore', 'Atmospheric', '3D Vision']",20.0,"['Action', 'Adventure', 'Capcom']",3.0,Capcom,2009,11.0,Capcom,9,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Among Us,https://store.steampowered.com/app/945360/Among_Us/?snr=1_7_7_7000_150_4,2018-11-16 00:00:00,0,4.99,538377,Very Positive,6.0,"['Multiplayer', 'Online Co-Op', 'Space', 'Social Deduction', 'Survival', '2D', 'Funny', 'Co-op', 'Psychological', 'Local Multiplayer', 'Cartoony', 'Action', 'Casual', 'Sci-fi', 'Party Game', 'Colorful', 'Top-Down', 'Minigames', 'Aliens', 'PvP']",20.0,['Casual'],1.0,Innersloth,2018,6.0,other,9,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Planet Zoo,https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_7000_150_14,2019-11-05 00:00:00,0,44.99,40810,Very Positive,18.0,"['Management', 'Simulation', 'Building', 'Sandbox', 'City Builder', 'Nature', 'Economy', 'Family Friendly', 'Singleplayer', 'Resource Management', 'Realistic', 'Great Soundtrack', 'Cute', 'Strategy', 'Relaxing', 'Funny', 'Open World', 'Casual', 'Horses', 'Atmospheric']",20.0,"['Casual', 'Simulation', 'Strategy']",3.0,Frontier Developments ,2019,18.0,other,9,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arma 3,https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_7000_150_4,2013-09-12 00:00:00,0,29.99,190113,Very Positive,14.0,"['Action', 'Multiplayer', 'Military', 'Simulation', 'Shooter', 'First-Person', 'Realistic', 'Open World', 'Tactical', 'FPS', 'Co-op', 'War', 'Strategy', 'Sandbox', 'Moddable', 'Combat', 'Online Co-Op', 'Singleplayer', 'Team-Based', 'Third-Person Shooter']",20.0,"['Action', 'Simulation', 'Strategy', 'Bohemia Interactive']",4.0,Bohemia Interactive,2013,14.0,other,9,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Conan Exiles,https://store.steampowered.com/app/440900/Conan_Exiles/?snr=1_7_7_7000_150_4,2018-05-08 00:00:00,0,39.99,64769,Mostly Positive,12.0,"['Survival', 'Open World', 'Building', 'Nudity', 'Crafting', 'Open World Survival Craft', 'Multiplayer', 'RPG', 'Sandbox', 'Massively Multiplayer', 'Action', 'Adventure', 'Online Co-Op', 'Exploration', 'Violent', 'Singleplayer', 'Co-op', 'Fantasy', 'PvP', 'Gore']",20.0,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Funcom']",7.0,Funcom,2018,12.0,other,7,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Teardown,https://store.steampowered.com/app/1167630/Teardown/?snr=1_7_7_7000_150_4,2020-10-29 00:00:00,0,19.99,17710,Overwhelmingly Positive,,"['Destruction', 'Physics', 'Sandbox', 'Voxel', 'First-Person', 'Heist', 'Singleplayer', 'Strategy', 'Realistic', 'Simulation', 'Action', 'Open World', 'Puzzle', 'Tactical', 'Indie', 'Driving', 'Replay Value', 'Early Access', 'Epic', 'Multiplayer']",20.0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",5.0,Tuxedo Labs,2020,11.225262197902417,other,10,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dorfromantik,https://store.steampowered.com/app/1455840/Dorfromantik/?snr=1_7_7_7000_150_4,2021-03-25 00:00:00,0,9.99,3942,Overwhelmingly Positive,11.0,"['Early Access', 'Casual', 'Relaxing', 'Indie', 'Puzzle', 'Strategy', 'City Builder', 'Turn-Based Strategy', 'Board Game', '3D', 'Colorful', 'Turn-Based Tactics', 'Family Friendly', 'Atmospheric', 'Cute', 'Minimalist', 'Hand-drawn', 'Singleplayer', 'Stylized', 'Top-Down']",20.0,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",5.0,Toukana Interactive,2021,11.0,other,10,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
State of Decay 2: Juggernaut Edition,https://store.steampowered.com/app/495420/State_of_Decay_2_Juggernaut_Edition/?snr=1_7_7_7000_150_4,2020-03-13 00:00:00,0,29.99,21683,Mostly Positive,8.0,"['Survival', 'Open World', 'Zombies', 'Base Building', 'Co-op', 'Multiplayer', 'Simulation', 'Action', 'RPG', 'Online Co-Op', 'Post-apocalyptic', 'Sandbox', 'Third Person', 'Violent', 'Gore', 'Horror', 'Perma Death', 'Atmospheric', 'Replay Value', 'Great Soundtrack']",20.0,"['Action', 'RPG', 'Simulation']",3.0,Xbox Game Studios,2020,8.0,other,7,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Elder Scrolls V: Skyrim VR,https://store.steampowered.com/app/611670/The_Elder_Scrolls_V_Skyrim_VR/?snr=1_7_7_7000_150_4,2018-04-02 00:00:00,0,59.99,6031,Mostly Positive,9.0,"['Open World', 'RPG', 'VR', 'Singleplayer', 'Adventure', 'Fantasy', 'Magic', 'Memes', 'First-Person', 'Action', 'Dragons', 'Moddable', 'Great Soundtrack', 'Exploration', 'Story Rich', 'Character Customization', 'Atmospheric', 'Sexual Content', 'Stealth', 'Walking Simulator']",20.0,[],0.0,Bethesda Softworks,2018,9.0,other,7,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mortal Kombat 11,https://store.steampowered.com/app/976310/Mortal_Kombat11/?snr=1_7_7_7000_150_4,2019-04-23 00:00:00,0,49.99,46578,Very Positive,12.0,"['Fighting', 'Gore', 'Violent', 'Blood', 'Multiplayer', 'Action', '2D Fighter', 'Mature', 'Competitive', 'Character Customization', 'Singleplayer', 'Local Multiplayer', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Arcade', '2.5D', 'Sexual Content', 'Cute', 'Horror']",20.0,"['Action', 'NetherRealm Studios', 'QLOC', 'Shiver']",4.0,Warner Bros Interactive Entertainment,2019,12.0,other,9,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SaGa Frontier Remastered,https://store.steampowered.com/app/1295270/SaGa_Frontier_Remastered/?snr=1_7_7_7000_150_4,2021-04-15 00:00:00,0,24.99,175,Very Positive,,"['RPG', 'JRPG', '2D', 'Party-Based RPG', 'Singleplayer', 'Drama', 'Soundtrack', 'Story Rich', 'Turn-Based', 'Turn-Based Combat', 'Anime']",11.0,"['RPG', 'Square Enix', 'Bullets']",3.0,Square Enix,2021,11.225262197902417,Square Enix,9,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Okami HD,https://store.steampowered.com/app/587620/Okami_HD/?snr=1_7_7_7000_150_4,2017-12-12 00:00:00,1,19.99,5700,Very Positive,,"['Adventure', 'Great Soundtrack', 'Mythology', 'Story Rich', 'Singleplayer', 'Classic', 'Female Protagonist', 'Atmospheric', 'Cult Classic', 'Open World', 'Action', 'Colorful', 'Stylized', 'Fantasy', 'Action RPG', 'Anime', 'Action-Adventure', 'RPG', 'Remake', 'JRPG']",20.0,['Adventure'],1.0,"CAPCOM Co., Ltd.",2017,11.225262197902417,other,9,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brigador: Up-Armored Edition,https://store.steampowered.com/app/274500/Brigador_UpArmored_Edition/?snr=1_7_7_7000_150_4,2016-06-02 00:00:00,1,19.99,3693,Overwhelmingly Positive,12.0,"['Cyberpunk', 'Mechs', 'Soundtrack', 'Top-Down Shooter', 'Action', 'Singleplayer', 'Retro', 'Destruction', ""1990's"", 'Indie', 'Tanks', 'Vehicular Combat', 'Difficult', 'Shooter', 'Roguelite', 'Dystopian', 'Twin Stick Shooter', 'Sci-fi', 'Top-Down', 'Isometric']",20.0,"['Action', 'Indie', 'Stellar Jockeys', 'Gausswerks']",4.0,Stellar Jockeys,2016,12.0,other,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Elder Scrolls® Online,https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online/?snr=1_7_7_7000_150_4,2017-05-22 00:00:00,0,19.99,97978,Very Positive,,"['RPG', 'MMORPG', 'Open World', 'Massively Multiplayer', 'Multiplayer', 'Fantasy', 'Adventure', 'First-Person', 'Exploration', 'Story Rich', 'Third Person', 'Magic', 'Action', 'Co-op', 'Atmospheric', 'Great Soundtrack', 'Action RPG', 'Singleplayer', 'Sandbox', 'Character Customization']",20.0,"['Massively Multiplayer', 'RPG', 'Zenimax Online Studios', 'Bethesda Softworks']",4.0,Bethesda Softworks,2017,11.225262197902417,other,9,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EVERSPACE™ 2,https://store.steampowered.com/app/1128920/EVERSPACE_2/?snr=1_7_7_7000_150_4,2021-01-18 00:00:00,1,39.99,2330,Very Positive,,"['Early Access', 'Space', 'Flight', 'Space Sim', 'Looter Shooter', 'Open World', 'RPG', 'Exploration', 'Third Person', 'Shooter', 'Action', 'First-Person', 'Sci-fi', 'Action RPG', 'Fast-Paced', 'Loot', '6DOF', 'Singleplayer', 'Inventory Management', 'Crafting']",20.0,"['Action', 'Adventure', 'RPG', 'Simulation', 'Early Access', 'ROCKFISH Games']",6.0,ROCKFISH Games,2021,11.225262197902417,other,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eco,https://store.steampowered.com/app/382310/Eco/?snr=1_7_7_7000_150_4,2018-02-06 00:00:00,0,29.99,7143,Very Positive,,"['Open World Survival Craft', 'Survival', 'Multiplayer', 'Building', 'Open World', 'Crafting', 'Sandbox', 'Simulation', 'Co-op', 'Adventure', 'Economy', 'Indie', 'Base Building', 'Exploration', 'Early Access', 'Online Co-Op', 'Realistic', 'Education', 'Singleplayer', 'First-Person']",20.0,"['Indie', 'Simulation', 'Early Access']",3.0,Strange Loop Games,2018,11.225262197902417,other,9,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NBA 2K21,https://store.steampowered.com/app/1225330/NBA_2K21/?snr=1_7_7_7000_150_24,2020-09-04 00:00:00,0,59.99,25932,Mostly Negative,9.0,"['Basketball', 'Sports', 'Simulation', 'Character Customization', 'Realistic', 'Multiplayer', 'Action', '3D', 'Team-Based', 'Third Person', 'Singleplayer', 'Online Co-Op', 'Local Co-Op', 'Co-op', 'Local Multiplayer', 'Competitive', '4 Player Local', 'eSports', 'Immersive Sim', 'Management']",20.0,"['Simulation', 'Sports', 'Visual Concepts']",3.0,2K,2020,9.0,2K,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
