title,link,release_date,been_sale,orig_price,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,rating_val,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Casual_tag,Strategy_tag,Multiplayer_tag,RPG_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Fantasy_tag,Funny_tag,Coop_tag,Platformer_tag,Early_tag,Access_tag,Sim_tag,Indie_genre,Action_genre,Adventure_genre,Casual_genre,Simulation_genre,Strategy_genre,RPG_genre,_genre,Early_genre,Access_genre,Games_genre,Sports_genre,Racing_genre,Studios_genre,Entertainment_genre,Massively_genre,Multiplayer_genre,Studio_genre,Interactive_genre,Inc_genre,Software_genre,Game_genre,Utilities_genre,Feral_genre,Ltd_genre,Mac_genre,Design_genre,Illustration_genre,Sokpop_genre,Collective_genre,Activision,BANDAI NAMCO Entertainment,Capcom,Devolver Digital,Disney,Electronic Arts,Paradox Interactive,SEGA,Sokpop Collective,Square Enix,THQ Nordic,Ubisoft,Winged Cloud,other,tinyBuild
Synth Drift,https://store.steampowered.com/app/1564100/Synth_Drift/?snr=1_7_7_7000_150_333,2021-03-23 00:00:00,0,0.99,3,3 user reviews,27.0,"['Racing', 'Arcade', '2D', 'Driving', 'Controller', 'Score Attack', 'Singleplayer']",7.0,"['Racing', 'NanningsGames']",2.0,NanningsGames,2021,27.0,other,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kyo's Routine,https://store.steampowered.com/app/1264140/Kyos_Routine/?snr=1_7_7_7000_150_333,2020-04-03 00:00:00,0,0.99,1,1 user reviews,,"['Life Sim', 'Experimental', 'Resource Management', 'Pixel Graphics', 'Side Scroller', 'Singleplayer', 'Indie', 'Adventure', 'Casual', '2D']",10.0,"['Adventure', 'Indie']",2.0,STUD1O,2020,11.225262197902417,other,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bumper,https://store.steampowered.com/app/509850/Bumper/?snr=1_7_7_7000_150_333,2016-09-12 00:00:00,0,0.99,59,Mostly Positive,,"['Casual', 'Indie', 'Racing', 'Arcade', 'Action', 'Driving', 'Shooter', 'Arena Shooter', '3D', 'Destruction', 'Co-op', 'Singleplayer', 'Fast-Paced', 'Early Access']",14.0,"['Action', 'Casual', 'Indie']",3.0,Artur Rezende,2016,11.225262197902417,other,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maze Slider,https://store.steampowered.com/app/1262260/Maze_Slider/?snr=1_7_7_7000_150_333,2020-03-07 00:00:00,0,0.99,2,1 user reviews,,"['Casual', 'Puzzle', 'Great Soundtrack', '2D', 'Minimalist', 'Atmospheric', 'Singleplayer', 'Short', 'Colorful', 'Abstract', 'Family Friendly', 'Linear', 'Controller', 'Soundtrack', 'Music']",15.0,"['Casual', 'NanningsGames']",2.0,NanningsGames,2020,11.225262197902417,other,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Castle of no Escape 2,https://store.steampowered.com/app/542350/Castle_of_no_Escape_2/?snr=1_7_7_7000_150_333,2016-12-21 00:00:00,0,4.99,288,Mostly Positive,24.0,"['Action Roguelike', 'Indie', 'Action', 'Pixel Graphics', 'Procedural Generation', '2D', 'Roguelike', 'Dark', 'Dark Fantasy', 'Retro', 'Difficult', 'Atmospheric', 'Replay Value', 'Roguelite', 'Great Soundtrack', 'Arcade', 'Hack and Slash', 'Singleplayer', 'Fast-Paced', 'Survival']",20.0,"['Action', 'Indie', 'D.E.X. Team']",3.0,Xitilon,2016,24.0,other,7,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flying Sword,https://store.steampowered.com/app/1144860/Flying_Sword/?snr=1_7_7_7000_150_333,2020-02-12 00:00:00,0,0.99,72,Very Positive,9.0,"['Casual', 'Indie', 'Action', 'Simulation', 'Racing', 'Sports', 'Arcade', 'Flight', 'Exploration', 'Replay Value', 'Difficult', 'Atmospheric', 'Singleplayer', 'Relaxing', 'Open World', 'Third Person', 'Fast-Paced', 'Skating', 'Procedural Generation', 'Physics']",20.0,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Meng Games']",7.0,Meng Games,2020,9.0,other,9,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunrise Serenity | Sphaeres VR Guided Meditation | 360° Video | 6K/2D,https://store.steampowered.com/app/1056870/Sunrise_Serenity__Sphaeres_VR_Guided_Meditation__360_Video__6K2D/?snr=1_7_7_7000_150_333,2019-04-09 00:00:00,0,0.99,3,3 user reviews,,"['Short', 'Movie', '360 Video', 'VR', 'Nature']",5.0,[],0.0,Atmosphaeres,2019,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crab Dub,https://store.steampowered.com/app/539450/Crab_Dub/?snr=1_7_7_7000_150_333,2017-01-19 00:00:00,1,2.99,249,Positive,,"['Indie', 'Casual', 'Platformer']",3.0,"['Casual', 'Indie']",2.0,Sometimes You,2017,11.225262197902417,other,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Energy Invasion,https://store.steampowered.com/app/513600/Energy_Invasion/?snr=1_7_7_7000_150_333,2018-01-10 00:00:00,1,2.99,29,8 user reviews,,"['Casual', 'Indie']",2.0,"['Casual', 'Indie']",2.0,Sometimes You,2018,11.225262197902417,other,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Portugal | Sphaeres VR Experience | 360° Video | 6K/2D,https://store.steampowered.com/app/1056900/Portugal__Sphaeres_VR_Experience__360_Video__6K2D/?snr=1_7_7_7000_150_333,2019-04-09 00:00:00,0,0.99,1,1 user reviews,,"['Short', 'Movie', '360 Video', 'VR', 'Nature']",5.0,[],0.0,Atmosphaeres,2019,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algorithm,https://store.steampowered.com/app/703540/Algorithm/?snr=1_7_7_7000_150_333,2017-10-23 00:00:00,1,0.99,18,Mostly Positive,,"['Casual', 'Indie', 'Puzzle', 'Difficult', 'Singleplayer']",5.0,"['Casual', 'Indie']",2.0,Valut,2017,11.225262197902417,other,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vienna | Sphaeres VR Travel | 360° Video | 8K/2D,https://store.steampowered.com/app/1056890/Vienna__Sphaeres_VR_Travel__360_Video__8K2D/?snr=1_7_7_7000_150_333,2019-04-09 00:00:00,0,0.99,4,4 user reviews,,"['Short', '360 Video', 'Movie', 'VR']",4.0,[],0.0,Atmosphaeres,2019,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Heroes of the Three Kingdoms,https://store.steampowered.com/app/1437820/Heroes_of_the_Three_Kingdoms/?snr=1_7_7_7000_150_333,2020-11-13 00:00:00,0,0.99,683,Very Positive,,"['Strategy', 'Strategy RPG', 'Singleplayer', '2D', 'Military', 'Turn-Based Tactics', 'RTS', 'Turn-Based Strategy', 'Wargame', 'RPG', 'Base Building', 'Simulation', 'Historical', 'Grand Strategy', 'PvE', 'Moddable']",16.0,"['Action', 'RPG', 'Simulation', 'Strategy', 'USERJOY Technology Co.,Ltd.']",5.0,"USERJOY Technology Co.,Ltd.",2020,11.225262197902417,other,9,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tibetan Singing Bowls | Sphaeres VR Relaxation | 360° Video | 6K/2D,https://store.steampowered.com/app/897920/Tibetan_Singing_Bowls__Sphaeres_VR_Relaxation__360_Video__6K2D/?snr=1_7_7_7000_150_333,2018-07-17 00:00:00,0,0.99,3,3 user reviews,27.0,"['Short', 'Movie', '360 Video', 'VR', 'Nature']",5.0,[],0.0,Atmosphaeres,2018,27.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shuffle World,https://store.steampowered.com/app/1165280/Shuffle_World/?snr=1_7_7_7000_150_333,2019-10-09 00:00:00,0,0.99,8,7 user reviews,,"['Casual', 'Indie', 'Puzzle', 'Puzzle Platformer', 'Controller', 'Great Soundtrack', '2D', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Beautiful', 'Music', 'Platformer']",13.0,"['Casual', 'Indie', 'NanningsGames']",3.0,NanningsGames,2019,11.225262197902417,other,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Box Factory,https://store.steampowered.com/app/1357750/Box_Factory/?snr=1_7_7_7000_150_333,2020-07-09 00:00:00,0,0.99,6,6 user reviews,,"['Puzzle', 'Sokoban', '3D', 'Isometric', 'Minimalist', 'Atmospheric', 'Family Friendly', 'Funny', 'Logic', 'Old School', 'Casual', 'Relaxing', 'Retro', 'Linear', 'Tutorial', 'Singleplayer']",16.0,"['Casual', 'NanningsGames']",2.0,NanningsGames,2020,11.225262197902417,other,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ireland | Sphaeres VR Experience | 360° Video | 6K/2D,https://store.steampowered.com/app/1056910/Ireland__Sphaeres_VR_Experience__360_Video__6K2D/?snr=1_7_7_7000_150_333,2019-04-30 00:00:00,0,0.99,2,2 user reviews,,"['Short', 'Movie', '360 Video', 'VR', 'Nature']",5.0,[],0.0,Atmosphaeres,2019,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
London | Sphaeres VR Travel | 360° Video | 6K/2D,https://store.steampowered.com/app/1056880/London__Sphaeres_VR_Travel__360_Video__6K2D/?snr=1_7_7_7000_150_333,2019-04-16 00:00:00,0,0.99,4,4 user reviews,,"['Short', 'Movie', '360 Video', 'VR']",4.0,[],0.0,Atmosphaeres,2019,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bavarian Alps | Sphaeres VR Relaxation | 360° Video | 6K/2D,https://store.steampowered.com/app/924110/The_Bavarian_Alps__Sphaeres_VR_Relaxation__360_Video__6K2D/?snr=1_7_7_7000_150_333,2018-08-24 00:00:00,0,0.99,7,7 user reviews,27.0,"['Short', 'Movie', '360 Video', 'VR']",4.0,[],0.0,Atmosphaeres,2018,27.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ashes of the Night,https://store.steampowered.com/app/973050/Ashes_of_the_Night/?snr=1_7_7_7000_150_333,2019-08-01 00:00:00,1,1.99,36,Positive,,"['Adventure', 'RPG', 'Strategy', 'Violent', 'RPGMaker']",5.0,"['Adventure', 'RPG', 'Strategy', 'Wolfs Moon Studios']",4.0,Wolfs Moon Studios,2019,11.225262197902417,other,8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Planet Lander,https://store.steampowered.com/app/1183140/Planet_Lander/?snr=1_7_7_7000_150_334,2019-11-08 00:00:00,0,0.99,8,5 user reviews,,"['Action', 'Indie', 'Casual', 'Racing', 'Arcade', 'Top-Down', 'Controller', 'Flight', 'Classic', 'Space', 'Great Soundtrack', 'Old School', 'Sci-fi', 'Physics', 'Retro', 'Singleplayer', 'Soundtrack']",17.0,"['Action', 'Casual', 'Indie', 'Racing', 'NanningsGames']",5.0,NanningsGames,2019,11.225262197902417,other,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
darkcase : the basement,https://store.steampowered.com/app/430100/darkcase__the_basement/?snr=1_7_7_7000_150_334,2018-06-05 00:00:00,0,0.99,19,Mixed,,"['Indie', 'Simulation', 'Strategy', 'Casual', 'Horror']",5.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",4.0,TrerPlay,2018,11.225262197902417,other,6,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bulldozer,https://store.steampowered.com/app/1374940/Bulldozer/?snr=1_7_7_7000_150_334,2020-07-31 00:00:00,0,0.99,7,6 user reviews,,"['Action', 'Isometric', 'Driving', 'Singleplayer', 'Arcade', '3D', 'Voxel', 'Casual', 'Racing', 'Indie', 'Retro']",11.0,"['Action', 'Casual', 'Indie', 'Racing', 'NanningsGames']",5.0,NanningsGames,2020,11.225262197902417,other,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tricky Cat,https://store.steampowered.com/app/1042330/Tricky_Cat/?snr=1_7_7_7000_150_334,2019-03-16 00:00:00,0,0.99,40,Positive,,"['Casual', 'Singleplayer', 'Great Soundtrack', '2D', 'Puzzle', 'Puzzle Platformer', 'Controller', 'Soundtrack', 'Family Friendly', 'Platformer', 'Minimalist', 'Arcade', 'Action', 'Indie', 'Short', 'Colorful', 'Beautiful', 'Linear', 'Cartoon', 'Cute']",20.0,"['Casual', 'NanningsGames', 'NanningsGames']",3.0,NanningsGames,2019,11.225262197902417,other,8,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Attracting Abundance | Sphaeres VR Guided Meditation | 360° Video | 6K/2D,https://store.steampowered.com/app/828360/Attracting_Abundance__Sphaeres_VR_Guided_Meditation__360_Video__6K2D/?snr=1_7_7_7000_150_334,2018-07-19 00:00:00,0,0.99,3,3 user reviews,,"['Short', 'Movie', '360 Video', 'VR']",4.0,[],0.0,Atmosphaeres,2018,11.225262197902417,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dark Places,https://store.steampowered.com/app/926810/Dark_Places/?snr=1_7_7_7000_150_334,2019-04-09 00:00:00,0,2.99,108,Mixed,,"['Action', 'Adventure', 'Simulation', 'Indie', 'Horror', 'Violent', 'Retro', 'Difficult', 'Puzzle', 'Blood', 'Survival Horror', 'Shooter', 'Old School', 'Dark', 'Gore', 'Atmospheric', 'Psychological Horror', 'Singleplayer', 'Fast-Paced', 'Great Soundtrack']",20.0,"['Action', 'Adventure', 'Indie', 'Simulation']",4.0,Madbox Entertainment,2019,11.225262197902417,other,6,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ball run and rush,https://store.steampowered.com/app/922060/Ball_run_and_rush/?snr=1_7_7_7000_150_334,2018-09-27 00:00:00,1,0.99,7,1 user reviews,,['Indie'],1.0,['Indie'],1.0,Daniel Jeanneau,2018,11.225262197902417,other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pebbly Beach | Sphaeres VR Nature Experience | 360° Video | 6K/2D,https://store.steampowered.com/app/857630/Pebbly_Beach__Sphaeres_VR_Nature_Experience__360_Video__6K2D/?snr=1_7_7_7000_150_334,2018-09-20 00:00:00,0,0.99,3,3 user reviews,27.0,"['Movie', 'Short', '360 Video', 'VR']",4.0,[],0.0,Atmosphaeres,2018,27.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sun & Clouds | Sphaeres VR Travel Timelapse | 360° Video | 6K/2D,https://store.steampowered.com/app/815980/Sun__Clouds__Sphaeres_VR_Travel_Timelapse__360_Video__6K2D/?snr=1_7_7_7000_150_334,2018-05-06 00:00:00,0,0.99,2,2 user reviews,27.0,"['Short', 'Movie', '360 Video', 'VR']",4.0,[],0.0,Atmosphaeres,2018,27.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spin Rush,https://store.steampowered.com/app/528660/Spin_Rush/?snr=1_7_7_7000_150_334,2016-09-16 00:00:00,0,10.99,420,Mostly Positive,,"['Indie', 'Casual', 'Action', 'Puzzle']",4.0,"['Action', 'Casual', 'Indie']",3.0,EGAMER,2016,11.225262197902417,other,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Planes, Bullets and Vodka",https://store.steampowered.com/app/562360/Planes_Bullets_and_Vodka/?snr=1_7_7_7000_150_334,2016-08-10 00:00:00,1,0.99,1087,Very Positive,,"['Casual', 'Indie', ""Shoot 'Em Up"", 'Retro', 'Bullet Hell', 'Action', 'Arcade', 'Shooter', '2D', 'Singleplayer', 'Pixel Graphics', 'Great Soundtrack', 'Replay Value', 'Top-Down', 'Controller', 'Fast-Paced', 'War', 'Music', 'GameMaker', 'Difficult']",20.0,"['Action', 'Casual', 'Indie', 'NukGames']",4.0,NukGames,2016,11.225262197902417,other,9,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Пацанский цитатник / Russian Test,https://store.steampowered.com/app/1088880/___Russian_Test/?snr=1_7_7_7000_150_334,2019-06-25 00:00:00,0,0.99,59,Mostly Positive,,"['Indie', 'Casual', 'Action']",3.0,"['Action', 'Casual', 'Indie']",3.0,Game for people ,2019,11.225262197902417,other,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Old House,https://store.steampowered.com/app/1400100/The_Old_House/?snr=1_7_7_7000_150_334,2020-09-10 00:00:00,1,0.99,101,Mixed,,"['Adventure', 'Puzzle', 'Exploration', 'Puzzle Platformer', 'First-Person', 'Hidden Object', 'Choices Matter', 'Indie', 'Casual']",9.0,"['Adventure', 'Casual', 'Indie']",3.0,JunyJell,2020,11.225262197902417,other,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Long Sky,https://store.steampowered.com/app/1043030/The_Long_Sky/?snr=1_7_7_7000_150_334,2019-03-19 00:00:00,0,0.99,3,3 user reviews,11.0,"['Casual', 'Action', 'Indie', 'Arcade', 'Singleplayer', 'Controller', 'Retro', 'Sci-fi', 'Relaxing', 'Difficult', 'Flight', 'Replay Value', 'Shooter']",13.0,"['Action', 'Casual', 'Indie', 'Meng Games']",4.0,Meng Games,2019,11.0,other,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Nightmare,https://store.steampowered.com/app/1372550/The_Nightmare/?snr=1_7_7_7000_150_334,2020-08-05 00:00:00,0,0.99,26,Mixed,,"['Horror', 'Casual', '3D', 'First-Person', 'Narration', 'Puzzle', 'Singleplayer', 'Indie', 'Exploration', 'Psychological Horror']",10.0,['Indie'],1.0,Leakage Games,2020,11.225262197902417,other,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Researcher,https://store.steampowered.com/app/1541130/Researcher/?snr=1_7_7_7000_150_334,2021-02-18 00:00:00,0,1.99,9,1 user reviews,,"['Casual', 'Platformer', '2D Platformer', '2D', 'Pixel Graphics', ""1990's"", 'Indie', 'Singleplayer']",8.0,"['Casual', 'Indie']",2.0,Luci Entertainment,2021,11.225262197902417,other,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
История бомжа,https://store.steampowered.com/app/1388430/_/?snr=1_7_7_7000_150_334,2020-08-23 00:00:00,0,0.99,28,Mostly Positive,,"['Adventure', 'Arcade', 'Experimental', 'Character Action Game', '3D Fighter', 'Spectacle fighter', 'Souls-like', '3D', '3D Vision', 'Survival', 'Story Rich', 'Loot', 'Comedy', 'Martial Arts', 'PvE', 'Artificial Intelligence', 'Perma Death', 'Singleplayer', 'Indie']",19.0,"['Adventure', 'Indie']",2.0,Quarlellle,2020,11.225262197902417,other,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
