,title,num_reviews,release_date,orig_price,been_sale,review_rating,rating_val,num_languages,tags,num_tags,genres,num_genres,publisher,year_released,languages_filled,top_pubs,BANDAI NAMCO Entertainment,Bethesda Softworks,Devolver Digital,Disney,Electronic Arts,Kagura Games,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,Xbox Game Studios,other,Singleplayer_tag,Indie_tag,Action_tag,Adventure_tag,Multiplayer_tag,Strategy_tag,RPG_tag,Casual_tag,Simulation_tag,Atmospheric_tag,Horror_tag,2D_tag,Soundtrack_tag,Great_tag,Story_tag,Rich_tag,World_tag,Shooter_tag,Puzzle_tag,TurnBased_tag,Open_tag,FirstPerson_tag,Survival_tag,Funny_tag,Coop_tag,Fantasy_tag,Early_tag,Access_tag,Platformer_tag,Local_tag,Singleplayer_genre,Indie_genre,Action_genre,Adventure_genre,Multiplayer_genre,Strategy_genre,RPG_genre,Casual_genre,Simulation_genre,Atmospheric_genre,Horror_genre,2D_genre,Soundtrack_genre,Great_genre,Story_genre,Rich_genre,World_genre,Shooter_genre,Puzzle_genre,TurnBased_genre,Open_genre,FirstPerson_genre,Survival_genre,Funny_genre,Coop_genre,Fantasy_genre,Early_genre,Access_genre,Platformer_genre,Local_genre
4665,Modiverse,28,2021-02-19,8.99,0,Mostly Positive,7.0,,"['Early Access', 'Choose Your Own Adventure', 'FPS', 'Immersive Sim', 'Driving', 'PvP', 'PvE', 'Walking Simulator', 'Programming', 'Base Building', 'First-Person', 'Building', 'Survival', 'Game Development', 'Crafting', 'Physics', '3D', 'Relaxing', 'Team-Based', 'Gun Customization']",20.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",9.0,Deep Voodoo Games,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4666,The Rose of Segunda,48,2018-05-31,8.99,0,Positive,6.0,,"['Indie', 'Simulation', 'Visual Novel', 'Female Protagonist', 'Otome']",5.0,"['Indie', 'Simulation']",2.0,Blackcross & Taylor,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,Cibele,1289,2015-11-02,8.99,0,Mixed,5.0,,"['Indie', 'Female Protagonist', 'Nudity', 'FMV', 'Romance', 'Short', 'Walking Simulator', 'Story Rich', 'Singleplayer', 'Visual Novel']",10.0,['Indie'],1.0,,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,Super Vili,1,2021-04-09,4.99,1,1 user reviews,0.0,,"['Action', 'Casual', 'Platformer', 'Arcade', '2D Platformer', 'Metroidvania', '2D', 'Cartoony', 'Colorful', 'Cute', 'Comedy', 'Indie', 'Family Friendly', 'Old School', 'Political', 'Score Attack', 'Singleplayer']",17.0,"['Action', 'Casual', 'Indie']",3.0,Affordable Care Games,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,Perceptions of the Dead 2,61,2018-06-14,7.99,0,Positive,6.0,,"['Adventure', 'Indie', 'Visual Novel', 'Horror', 'Fantasy', 'Comedy']",6.0,"['Adventure', 'Indie']",2.0,Ithaqua Labs,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,She Sees Red - Interactive Movie,2129,2019-07-11,7.99,0,Mostly Positive,7.0,19.0,"['Choices Matter', 'Adventure', 'FMV', 'Indie', 'Violent', 'Mature', 'Cinematic', 'Multiple Endings', 'Female Protagonist', 'Story Rich', 'Movie', 'Singleplayer', 'Thriller', 'Detective', 'Short', 'Visual Novel', 'Choose Your Own Adventure', 'Experimental', 'Psychological', 'Soundtrack']",20.0,"['Adventure', 'Indie']",2.0,Rhinotales,2019,19.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,Duck Creator,9,2021-04-06,0.99,1,6 user reviews,0.0,,"['Casual', 'Simulation', 'Sandbox', 'Immersive Sim', '3D', 'Colorful', 'Cute', 'Funny', 'Memes', 'Indie', 'Early Access', 'Management', 'Character Customization', 'Singleplayer', 'Multiple Endings']",15.0,"['Casual', 'Indie', 'Simulation', 'Early Access']",4.0,Weakfish Studio,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4672,Tank Wars: Anniversary Edition,9,2021-03-13,7.99,0,6 user reviews,0.0,,"['Strategy', 'Action', 'Indie', 'Casual', 'Simulation']",5.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",5.0,Stefan Fleischer,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,IncrediMarble,32,2021-01-25,6.99,0,Positive,6.0,,"['Casual', 'Time Management', 'Building', 'Simulation', 'Management', 'Physics', 'Idler', 'Cute', 'Relaxing', 'Early Access', 'Indie', 'Colorful', 'Singleplayer']",13.0,"['Casual', 'Indie', 'Simulation', 'Early Access']",4.0,Dave Kap,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4674,Collisions,230,2015-07-28,3.99,0,Very Positive,8.0,20.0,"['Casual', 'Indie', 'Action', 'Puzzle', 'Physics', 'Atmospheric', 'Pinball', 'Relaxing', 'Mouse only', '2D', 'Surreal', 'Great Soundtrack']",12.0,"['Action', 'Casual', 'Indie']",3.0,2dengine,2015,20.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,Happy Numbers,323,2020-10-15,1.99,0,Very Positive,8.0,,"['Casual', 'Sexual Content', 'Puzzle', 'Nudity', 'Anime', '2D', 'Colorful', 'NSFW', 'Point & Click', 'Singleplayer', 'Cute', 'Indie', 'Hentai']",13.0,"['Casual', 'Indie', 'HappyGames']",3.0,HappyGames,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,Total Lockdown,618,2020-03-25,5.99,1,Mostly Positive,7.0,8.0,"['Action', 'Indie', 'Massively Multiplayer', 'Adventure', 'Battle Royale', 'Shooter', 'Competitive', 'Survival', 'Cyberpunk', 'Violent', 'FPS', 'Singleplayer', 'Third-Person Shooter']",13.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer']",4.0,OVALIS INVESTMENTS LIMITED,2020,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,NEO AQUARIUM - The King of Crustaceans -,301,2015-06-08,8.99,0,Very Positive,8.0,,"['Indie', 'Action', 'Underwater', 'Shooter', 'Multiplayer', 'Comedy', 'Fighting', 'Bullet Hell', ""Shoot 'Em Up"", 'Singleplayer', 'Memes', 'Arcade', 'Sci-fi', 'Third Person', 'Funny', 'Great Soundtrack', 'Sandbox', 'Fantasy', 'Survival', 'Atmospheric']",20.0,"['Action', 'Indie', 'Calappa Games', 'PLAYISM']",4.0,PLAYISM,2015,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,SFD : Rogue TRPG,68,2018-08-31,7.99,0,Very Positive,8.0,,"['RPG', 'Indie', 'Strategy', 'Tactical RPG', 'Grid-Based Movement', 'Turn-Based Tactics', 'Roguelite', 'Pixel Graphics', 'Dungeon Crawler', 'Fantasy', 'Roguelike', 'Turn-Based', 'Casual', 'Difficult', 'Party-Based RPG', 'Turn-Based Strategy']",16.0,"['Indie', 'RPG', 'Strategy', 'icefill']",4.0,icefill,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,Kiki & Ana - The Child,8,2021-03-13,1.99,0,7 user reviews,0.0,,"['Cute', 'RPGMaker', 'Emotional', 'Story Rich', 'Adventure', 'Visual Novel', 'Hand-drawn', 'Pixel Graphics', 'Choices Matter', 'Multiple Endings', 'Anime', 'Female Protagonist', 'RPG', 'Psychological Horror', '2D', 'Horror', 'Gore', 'Singleplayer', 'Indie', 'Surreal']",20.0,['Adventure'],1.0,Horror Shop,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,Mystery P.I. - Lost in Los Angeles,20,2009-07-27,4.99,0,Mostly Positive,7.0,,"['Casual', 'Hidden Object']",2.0,['Casual'],1.0,"PopCap Games, Inc.",2009,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,Heaven Dust,293,2020-02-26,7.99,0,Very Positive,8.0,,"['Indie', 'Action', 'Adventure', 'RPG', 'Horror', 'Survival Horror', 'Singleplayer', 'Story Rich', 'Psychological', 'Sci-fi', 'Zombies']",11.0,"['Action', 'Adventure', 'Indie', 'RPG', 'One Gruel Studio']",5.0,indienova,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,Leaving Lyndow,874,2017-02-08,3.99,0,Mostly Positive,7.0,8.0,"['Adventure', 'Indie', 'Walking Simulator', 'First-Person', 'Atmospheric', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', 'Short']",9.0,"['Adventure', 'Indie']",2.0,Eastshade Studios,2017,8.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,Blackwood Crossing,375,2017-04-05,15.99,0,Very Positive,8.0,,"['Adventure', 'Indie', 'Story Rich', 'Female Protagonist', 'First-Person', 'Walking Simulator', 'Singleplayer', 'Short']",8.0,"['Adventure', 'Indie']",2.0,Vision Games Publishing LTD,2017,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,Rogue Explorer,6,2021-03-11,7.99,0,5 user reviews,0.0,,"['Action', 'RPG', 'Pixel Graphics', 'Action Roguelike', 'Hack and Slash', 'Roguelite', 'Platformer', 'Metroidvania']",8.0,"['Action', 'RPG']",2.0,Zoo Corporation,2021,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,The Captives: Plot of the Demiurge,16,2018-10-11,15.99,1,Positive,6.0,,"['Action', 'Adventure', 'Indie']",3.0,"['Action', 'Adventure', 'Indie']",3.0,Prism Game Studios Ltd.,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686,Pacific Storm,36,2009-06-24,7.99,0,Mostly Positive,7.0,,"['Strategy', 'Simulation', 'Naval Combat', 'World War II', 'Naval', 'RTS']",6.0,"['Simulation', 'Strategy', 'Buka Entertainment', 'Lesta Studio']",4.0,Buka Entertainment,2009,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687,Terroir,324,2017-09-20,7.99,0,Mostly Positive,7.0,,"['Management', 'Farming Sim', 'Base Building', 'Simulation', 'Agriculture', 'Economy', 'Relaxing', 'Atmospheric', 'City Builder', 'Resource Management', 'Hex Grid', 'Strategy', 'Singleplayer', 'Building', 'Time Management', '3D', 'Cute', 'Nature', 'Automation', 'Ambient']",20.0,"['Indie', 'Simulation', 'Strategy']",3.0,General Interactive Co.,2017,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,Drift86,2530,2019-11-19,1.99,0,Very Positive,8.0,,"['Racing', 'Casual', 'Automobile Sim', 'Indie', 'Multiplayer', 'Arcade', 'Singleplayer', 'Third Person', 'Relaxing', 'Simulation', 'Controller', 'Retro', 'Short', 'Colorful', 'Action', 'Anime', 'Great Soundtrack', 'Score Attack', 'Local Multiplayer', 'Early Access']",20.0,"['Casual', 'Indie', 'Racing']",3.0,RewindApp,2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,Ghost in the Shell,91,2017-03-30,3.99,0,Very Positive,8.0,10.0,"['Movie', 'Anime', 'Sci-fi', 'Nudity', 'Cyberpunk', 'Violent', 'Great Soundtrack']",7.0,[],0.0,Lionsgate,2017,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,Farming Simulator 2011,558,2010-10-29,7.99,0,Very Positive,8.0,,"['Simulation', 'Farming Sim', 'Agriculture', 'Multiplayer', 'Farming', 'Open World', 'Singleplayer']",7.0,"['Simulation', 'Giants Software']",2.0,Giants Software,2010,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,Claire's Cruisin' Cafe,15,2020-10-28,6.99,0,6 user reviews,0.0,,"['Casual', 'Simulation', 'Management', 'Time Management', 'Cute', 'Colorful', 'Family Friendly', 'Time Manipulation', 'Resource Management', 'Singleplayer', 'Adventure', 'Clicker', 'Character Action Game', 'Top-Down', 'Isometric', 'Atmospheric', 'Relaxing', 'Funny', 'Modern', 'Economy']",20.0,"['Casual', 'Simulation', 'Yustas Games Studio']",3.0,Alawar Entertainment,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4692,688(I) Hunter/Killer,131,2006-10-26,9.99,1,Mostly Positive,7.0,,"['Strategy', 'Naval Combat', 'Simulation', 'Naval', 'Submarine']",5.0,['Strategy'],1.0,Strategy First,2006,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4693,Order of War™,487,2009-09-17,7.99,0,Mixed,5.0,7.0,"['Strategy', 'World War II', 'RTS', 'War', 'Singleplayer']",5.0,['Strategy'],1.0,Square Enix,2009,7.0,Square Enix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,Star Souls,34,2020-03-03,7.99,0,Positive,6.0,,"['Indie', 'Space', 'Strategy', 'Real-Time with Pause', 'Sci-fi', 'Singleplayer', 'Difficult', '2D', 'Atmospheric', 'Roguelite', 'Replay Value', 'Story Rich', 'Tactical', 'Post-apocalyptic', 'Exploration', 'Futuristic', 'Great Soundtrack', 'Action Roguelike', 'Simulation', 'Adventure']",20.0,['Indie'],1.0,DrankiKets,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4695,Eventide 2: The Sorcerers Mirror,223,2016-10-13,9.99,0,Mostly Positive,7.0,9.0,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Puzzle', 'Horror', 'Female Protagonist', 'Mystery', 'Family Friendly', 'Fantasy', 'Atmospheric', 'Singleplayer', 'Indie', 'Great Soundtrack', '2D', 'Story Rich']",16.0,"['Adventure', 'Casual', 'The House of Fables']",3.0,Artifex Mundi,2016,9.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4696,ARCADE GAME SERIES: GALAGA,496,2016-04-19,3.99,0,Very Positive,8.0,6.0,"['Arcade', 'Classic', ""Shoot 'Em Up"", 'Retro', 'Action', '2D', 'Singleplayer', 'Pixel Graphics']",8.0,['Action'],1.0,BANDAI NAMCO Entertainment,2016,6.0,BANDAI NAMCO Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697,Ghost Town Mine Ride & Shootin' Gallery,381,2016-10-28,8.99,0,Very Positive,8.0,,"['Indie', 'VR', 'Horror', 'Western', 'Atmospheric', 'Singleplayer', ""Shoot 'Em Up"", 'First-Person']",8.0,[],0.0,Spectral Illusions,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4698,ETHER VAPOR Remaster,265,2012-09-27,7.99,0,Very Positive,8.0,,"[""Shoot 'Em Up"", 'Anime', 'Shooter', 'Action', 'Bullet Hell', 'Indie', 'Arcade', 'Sci-fi', 'Mechs']",9.0,"['Action', 'Edelweiss']",2.0,Nyu Media,2012,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,SAO Utils: Beta,2210,2018-03-14,3.99,0,Very Positive,8.0,,"['Utilities', 'Early Access', 'Anime', 'Indie']",4.0,"['Utilities', 'Early Access']",2.0,Studio GPBeta,2018,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4700,VR Hiroshima 1945,15,2021-01-15,4.99,0,Mixed,5.0,15.0,"['Adventure', 'Exploration', 'First-Person', 'VR', 'Underwater', 'Singleplayer']",6.0,[],0.0,William of Oxford,2021,15.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4701,RACE 07,2306,2007-10-15,3.99,0,Very Positive,8.0,,"['Racing', 'Automobile Sim', 'Simulation', 'Driving', 'Multiplayer', 'Sports', 'Singleplayer', 'Realistic', 'Physics']",9.0,['Racing'],1.0,SimBin,2007,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702,Headshot VR,77,2020-07-13,14.99,1,Mostly Positive,7.0,,"['Massively Multiplayer', 'Indie', 'Action', 'VR', 'Early Access']",5.0,[],0.0,VR Studio,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,Fort Sumter: The Secession Crisis,55,2019-05-21,7.99,0,Very Positive,8.0,,"['Strategy', 'Tabletop', 'Board Game', 'Card Game', 'Wargame', 'Turn-Based Strategy']",6.0,['Strategy'],1.0,"Playdek, Inc.",2019,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,Lines Infinite,338,2017-11-24,0.99,0,Very Positive,8.0,27.0,"['Casual', 'Indie', 'Strategy', 'Puzzle', 'Minimalist', 'Relaxing', 'Abstract']",7.0,"['Casual', 'Indie', 'Strategy', 'Konstructors']",4.0,Hook Games,2017,27.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4705,Capitalism Plus,75,2016-03-22,5.99,0,Very Positive,8.0,,"['Simulation', 'Strategy', 'Capitalism', 'Management', 'Economy', 'Classic']",6.0,"['Simulation', 'Strategy', 'Enlight Software Limited']",3.0,Retroism,2016,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,Grow Big (or Go Home): Ultimate Edition,10,2020-12-18,8.99,1,4 user reviews,0.0,,"['Casual', 'Pixel Graphics', 'Top-Down', 'Time Travel', 'Family Friendly', 'Action', '2D', 'Cute', 'Retro', 'Singleplayer', 'Simulation', 'Funny', 'Farming Sim', 'Historical', 'Mars', 'Fast-Paced', 'Nature', 'Space', 'Artificial Intelligence', 'Cyberpunk']",20.0,"['Action', 'Casual', 'Indie', 'Simulation']",4.0,Quarant Inc.,2020,10.0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
