,num_reviews,year_released,orig_price,been_sale,rating_val,num_tags,num_genres,languages_filled,Devolver Digital,Disney,Electronic Arts,Nightdive Studios,Paradox Interactive,SEGA,Square Enix,THQ Nordic,Ubisoft,other
752,1272,2020.0,9.99,0,5.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
753,81,2021.0,29.99,0,7.0,20.0,3.0,11.0,0,0,0,0,0,0,0,1,0,0
754,9183,2020.0,19.99,0,8.0,20.0,6.0,9.0,0,0,0,0,0,0,0,0,0,1
755,22534,2018.0,39.99,0,8.0,20.0,3.0,10.0,0,0,0,0,1,0,0,0,0,0
756,1804,2017.0,15.99,0,8.0,13.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
757,3785,2020.0,39.99,0,7.0,20.0,4.0,13.0,0,0,0,0,0,0,0,0,0,1
758,10431,2016.0,19.99,0,7.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
759,37,2021.0,9.99,0,5.0,15.0,5.0,25.0,0,0,0,0,0,0,0,0,0,1
760,1176,2019.0,12.99,1,9.0,11.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
761,1179,2019.0,34.99,0,8.0,17.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
762,11,2021.0,13.99,0,0.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
763,1822,2020.0,59.99,0,5.0,20.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0
764,39932,2014.0,19.99,0,8.0,20.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
765,867,2019.0,12.99,0,8.0,7.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
766,16169,2017.0,19.99,0,8.0,20.0,6.0,9.0,0,0,0,0,0,0,0,0,0,1
767,255,2021.0,49.99,0,5.0,10.0,3.0,7.0,0,0,0,0,0,0,0,0,0,1
768,19817,2014.0,6.99,0,8.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
769,27280,2013.0,9.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
770,854,2019.0,24.99,0,5.0,6.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
771,11943,2019.0,24.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
772,12829,2018.0,19.99,0,9.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
773,4724,2020.0,19.99,0,9.0,20.0,5.0,13.0,0,0,0,0,0,0,0,0,0,1
774,10342,2018.0,39.99,0,5.0,16.0,7.0,13.0,0,0,0,0,0,0,0,0,0,1
775,8568,2017.0,14.99,0,8.0,20.0,2.0,14.0,0,0,0,0,0,0,0,0,0,1
776,9370,2013.0,19.99,0,8.0,20.0,2.0,15.0,0,0,0,0,0,0,0,0,0,1
777,35490,2013.0,9.99,0,9.0,20.0,4.0,17.0,0,0,0,0,0,0,0,0,0,1
778,4281,2015.0,6.99,0,8.0,19.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
779,16968,2009.0,19.99,0,8.0,20.0,2.0,10.0,0,0,1,0,0,0,0,0,0,0
780,4432,2019.0,49.99,0,8.0,20.0,2.0,9.0,0,0,0,0,1,0,0,0,0,0
781,730,2020.0,49.99,0,7.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
782,70482,2012.0,19.99,0,8.0,20.0,3.0,17.0,0,0,0,0,0,0,0,0,1,0
783,16812,2017.0,9.99,0,8.0,20.0,3.0,18.0,0,0,0,0,0,0,0,0,0,1
784,10873,2018.0,19.99,0,8.0,20.0,6.0,14.0,0,0,0,0,0,0,0,0,0,1
785,97,2021.0,59.99,0,8.0,19.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
786,263,2018.0,19.99,1,8.0,5.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
787,3005,2015.0,14.99,0,9.0,14.0,1.0,8.0,0,0,0,0,0,0,0,0,0,1
788,1589,2018.0,9.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
789,5652,2018.0,29.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
790,10780,2013.0,19.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,0
791,650,2020.0,11.99,0,8.0,8.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
792,9111,2016.0,34.99,0,8.0,11.0,4.0,10.0,0,0,0,0,0,1,0,0,0,0
793,1544,2021.0,19.99,0,8.0,19.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
794,709,2016.0,14.99,0,8.0,6.0,0.0,12.0,0,0,0,0,0,0,0,0,0,1
795,2060,2021.0,9.99,0,8.0,13.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
796,2652,2020.0,19.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
797,1742,2018.0,19.99,0,8.0,13.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
798,31044,2016.0,19.99,0,9.0,20.0,3.0,14.0,0,0,0,0,0,0,0,0,0,1
799,1850,2013.0,7.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
800,4556,2017.0,14.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
801,28996,2009.0,14.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
802,20893,2016.0,19.99,0,8.0,20.0,4.0,13.0,0,0,0,0,0,0,0,1,0,0
803,5067,2019.0,14.99,0,8.0,18.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
804,61530,2012.0,9.99,0,9.0,20.0,2.0,7.0,1,0,0,0,0,0,0,0,0,0
805,40251,2015.0,19.99,0,8.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
806,2978,2017.0,24.99,0,8.0,14.0,1.0,6.0,0,0,0,0,0,0,0,0,0,1
807,16639,2019.0,19.99,0,5.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
808,4652,2021.0,24.99,0,8.0,15.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
809,14334,2011.0,14.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
810,42000,2015.0,14.99,0,9.0,20.0,4.0,9.0,1,0,0,0,0,0,0,0,0,0
811,1096,2016.0,19.99,0,8.0,5.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
812,56172,2012.0,9.99,1,9.0,20.0,4.0,7.0,0,0,0,0,0,0,0,0,0,1
813,4376,2019.0,24.99,0,9.0,20.0,0.0,17.0,0,0,0,0,0,0,0,0,0,1
814,2980,2018.0,14.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
815,1363,2020.0,14.99,0,9.0,20.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
816,3349,2020.0,59.99,1,5.0,20.0,7.0,6.0,0,0,0,0,0,0,0,0,0,1
817,849,2016.0,24.99,0,9.0,17.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
818,64127,2012.0,19.99,0,8.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
819,10653,2009.0,9.99,0,9.0,20.0,4.0,10.0,0,1,0,0,0,0,0,0,0,0
820,261,2018.0,89.99,0,7.0,2.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
821,991,2020.0,19.99,0,8.0,20.0,4.0,14.0,0,0,0,0,0,0,0,0,0,1
822,1213,2018.0,19.99,0,9.0,6.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
823,1042,2014.0,17.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
824,4889,2010.0,19.99,0,7.0,20.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1
825,6767,2016.0,20.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,1,0,0,0
826,727,2020.0,24.99,0,8.0,20.0,4.0,12.0,0,0,0,0,0,0,0,0,0,1
827,26554,2016.0,24.99,0,8.0,20.0,3.0,14.0,0,0,0,0,0,0,0,0,0,1
828,38488,2012.0,19.99,0,8.0,20.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1
829,13286,2014.0,39.99,0,9.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
830,27381,2017.0,39.99,0,7.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
831,498,2020.0,24.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
832,24523,2016.0,14.99,0,9.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
833,2663,2010.0,19.99,0,8.0,15.0,4.0,10.0,0,0,0,0,0,0,0,1,0,0
834,14686,2013.0,29.99,0,8.0,20.0,2.0,16.0,0,0,0,0,0,0,0,0,1,0
835,2164,2018.0,29.99,0,8.0,14.0,0.0,9.0,0,0,0,0,0,0,0,0,0,1
836,4575,2017.0,39.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
837,1849,2018.0,19.99,0,7.0,14.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
838,409,2020.0,34.99,1,8.0,20.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
839,60668,2011.0,9.99,0,9.0,20.0,1.0,9.0,0,0,0,0,0,0,0,0,0,1
840,2677,2015.0,14.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
841,964,2020.0,14.99,0,9.0,20.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1
842,23645,2011.0,29.99,1,8.0,20.0,2.0,17.0,0,0,1,0,0,0,0,0,0,0
843,430,2018.0,19.99,1,8.0,13.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
844,2701,2016.0,19.99,0,7.0,19.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
845,7479,2018.0,6.99,0,8.0,20.0,2.0,10.0,1,0,0,0,0,0,0,0,0,0
846,1127,2020.0,19.99,0,8.0,20.0,4.0,7.0,0,0,1,0,0,0,0,0,0,0
847,6209,2019.0,19.99,0,8.0,11.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
848,1,2021.0,9.99,1,0.0,12.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
849,5732,2019.0,29.99,0,8.0,14.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1
850,127190,2010.0,19.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
851,1043,2020.0,9.99,0,9.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
852,355,2020.0,19.99,0,7.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
853,17420,2010.0,19.99,0,9.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
854,3211,2020.0,14.99,0,8.0,20.0,8.0,11.0,0,0,0,0,0,0,0,0,0,1
855,239,2021.0,19.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
856,1164,2020.0,19.99,0,9.0,20.0,6.0,17.0,0,0,0,0,0,0,0,0,0,1
857,2970,2017.0,29.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
858,1035,2009.0,19.99,1,7.0,13.0,3.0,7.0,0,0,0,0,0,0,0,0,0,1
859,646,2020.0,14.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
860,20086,2016.0,9.99,0,9.0,20.0,3.0,7.0,0,0,0,0,0,0,0,0,0,1
861,8524,2018.0,59.99,0,8.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,0
862,12579,2014.0,15.99,0,7.0,20.0,2.0,6.0,0,0,0,0,0,0,1,0,0,0
863,5774,2013.0,19.99,0,8.0,20.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
864,644,2018.0,19.99,0,8.0,9.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
865,1083,2020.0,24.99,0,5.0,9.0,4.0,8.0,0,0,0,0,1,0,0,0,0,0
866,8357,2019.0,19.99,0,5.0,20.0,6.0,9.0,0,0,0,0,0,0,0,0,0,1
867,799,2020.0,14.99,0,8.0,13.0,2.0,8.0,0,0,0,0,0,0,0,0,1,0
868,295,2021.0,17.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
869,10923,2014.0,9.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
870,200,2021.0,29.99,0,8.0,6.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
871,3004,2019.0,49.99,0,8.0,15.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
872,2204,2019.0,19.99,0,5.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
873,4807,2017.0,39.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
874,6202,2015.0,29.99,0,8.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
875,97,2020.0,19.99,1,5.0,14.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
876,4686,2009.0,14.99,0,8.0,13.0,2.0,9.0,0,0,1,0,0,0,0,0,0,0
877,1230,2019.0,29.99,0,8.0,20.0,9.0,10.0,0,0,0,0,0,0,0,0,0,1
878,76,2021.0,49.99,0,5.0,11.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
879,10041,2016.0,29.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
880,1055,2019.0,40.0,0,8.0,16.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
881,2024,2015.0,15.99,0,8.0,20.0,2.0,7.0,0,0,0,0,0,0,1,0,0,0
882,3279,2008.0,19.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
883,8316,2015.0,14.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
884,33306,2010.0,19.99,0,8.0,20.0,2.0,7.0,0,0,1,0,0,0,0,0,0,0
885,4131,2018.0,14.99,0,8.0,20.0,1.0,9.0,0,0,0,0,0,0,1,0,0,0
886,18428,2016.0,29.99,0,8.0,20.0,4.0,12.0,0,0,0,0,0,0,0,0,1,0
887,8354,2014.0,3.99,0,7.0,20.0,3.0,6.0,0,0,0,0,0,0,0,0,0,1
888,16137,2008.0,14.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
889,1512,2018.0,19.99,0,8.0,9.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
890,2112,2016.0,19.99,0,9.0,6.0,0.0,16.0,0,0,0,0,0,0,0,0,0,1
891,187978,2013.0,14.99,0,9.0,20.0,9.0,13.0,0,0,0,0,0,0,0,0,0,1
892,5821,2019.0,29.99,0,7.0,20.0,2.0,13.0,0,0,0,0,0,0,0,0,0,1
893,3662,2020.0,17.99,0,8.0,20.0,4.0,12.0,0,0,0,0,0,0,0,0,0,1
894,545,2020.0,6.99,1,7.0,20.0,7.0,29.0,0,0,0,0,0,0,0,0,0,1
895,57,2021.0,14.99,0,6.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
896,6451,2012.0,14.99,0,8.0,20.0,2.0,8.0,0,0,0,0,0,0,0,0,0,1
897,2125,2020.0,59.99,0,7.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
898,1029,2020.0,19.99,0,5.0,17.0,2.0,11.0,0,0,1,0,0,0,0,0,0,0
899,1386,2019.0,9.99,0,8.0,10.0,3.0,11.0,1,0,0,0,0,0,0,0,0,0
900,3705,2015.0,14.99,0,9.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
901,82,2018.0,13.99,0,7.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
902,593,2020.0,29.99,0,5.0,13.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
903,15271,2020.0,24.99,0,8.0,14.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
904,36,2021.0,17.99,0,7.0,15.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
905,2081,2019.0,19.99,0,5.0,12.0,3.0,6.0,0,0,0,0,0,0,1,0,0,0
906,9379,2011.0,29.99,0,8.0,20.0,4.0,8.0,0,0,0,0,0,0,0,0,0,1
907,667,2020.0,29.99,0,9.0,13.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
908,11191,2010.0,19.99,1,8.0,20.0,1.0,10.0,0,0,0,0,1,0,0,0,0,0
909,121094,2014.0,14.99,0,8.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
910,16795,2020.0,19.99,0,7.0,20.0,6.0,11.0,0,0,0,0,0,0,0,0,0,1
911,7332,2018.0,19.99,0,8.0,20.0,8.0,11.0,0,0,0,0,0,0,0,0,0,1
912,379,2020.0,24.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
913,1425,2020.0,14.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
914,4712,2019.0,9.99,0,9.0,20.0,6.0,12.0,0,0,0,0,0,0,0,0,0,1
915,903,2020.0,14.99,1,8.0,20.0,4.0,13.0,0,0,0,0,0,0,0,0,0,1
916,25390,2013.0,14.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
917,34,2009.0,29.99,0,6.0,5.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
918,22741,2014.0,9.99,0,9.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
919,370,2021.0,19.99,0,8.0,13.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
920,5377,2019.0,39.99,0,5.0,20.0,6.0,8.0,0,0,0,0,0,0,0,0,0,1
921,2466,2019.0,9.99,0,9.0,14.0,4.0,10.0,0,1,0,0,0,0,0,0,0,0
922,2191,2019.0,19.99,0,9.0,12.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
923,36,2020.0,2.99,0,6.0,8.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
924,3610,2011.0,19.99,0,8.0,20.0,5.0,6.0,0,1,0,0,0,0,0,0,0,0
925,450,2016.0,19.99,0,5.0,8.0,0.0,13.0,0,0,0,0,0,0,0,0,0,1
926,10997,2018.0,19.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
927,7994,2020.0,24.99,0,8.0,20.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
928,58595,2012.0,9.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
929,284,2021.0,19.99,0,7.0,20.0,6.0,8.0,0,0,0,0,0,0,0,0,0,1
930,3042,2016.0,19.99,0,8.0,20.0,0.0,18.0,0,0,0,0,0,0,0,0,0,1
931,51,2021.0,19.99,0,6.0,6.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
932,16116,2017.0,19.99,0,8.0,20.0,6.0,9.0,0,0,0,0,0,1,0,0,0,0
933,10563,2014.0,11.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,1,0,0,0,0
934,5778,2019.0,14.99,0,8.0,20.0,4.0,16.0,0,0,0,0,0,0,0,0,0,1
935,862,2018.0,39.99,0,7.0,8.0,4.0,11.0,0,0,0,0,0,0,0,1,0,0
936,12109,2018.0,39.99,0,8.0,20.0,3.0,9.0,0,0,0,0,0,0,0,0,0,1
937,56892,2008.0,9.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
938,2338,2020.0,19.99,0,7.0,20.0,4.0,11.0,0,0,1,0,0,0,0,0,0,0
939,4399,2020.0,24.99,0,9.0,20.0,5.0,7.0,0,0,0,0,0,0,0,0,0,1
940,2549,2019.0,14.99,0,8.0,20.0,6.0,13.0,0,0,0,0,0,0,0,0,0,1
941,660,2020.0,29.99,0,8.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
942,35310,2014.0,19.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
943,5757,2018.0,34.99,1,8.0,20.0,1.0,11.0,0,0,0,0,0,0,0,0,0,1
944,1630,2017.0,24.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
945,472,2019.0,29.99,0,8.0,8.0,0.0,8.0,0,0,0,0,0,0,0,0,0,1
946,11703,2020.0,19.99,0,8.0,20.0,3.0,11.0,1,0,0,0,0,0,0,0,0,0
947,1522,2020.0,19.99,0,8.0,6.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
948,680,2018.0,19.99,0,8.0,5.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
949,13538,2015.0,14.99,0,7.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
950,27012,2019.0,39.99,0,9.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
951,1503,2019.0,39.99,0,7.0,20.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
952,34532,2014.0,29.99,0,7.0,20.0,3.0,14.0,0,0,0,0,0,0,0,0,1,0
953,940,2018.0,19.99,0,7.0,11.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
954,3609,2019.0,19.99,0,8.0,20.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
955,3193,2018.0,19.99,0,7.0,20.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1
956,517,2021.0,19.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
957,2758,2019.0,24.99,0,5.0,20.0,6.0,7.0,0,0,0,0,0,0,0,0,0,1
958,223,2009.0,19.99,0,8.0,12.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
959,179,2021.0,14.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
960,14804,2011.0,19.99,0,8.0,20.0,3.0,6.0,0,0,1,0,0,0,0,0,0,0
961,2539,2017.0,19.99,0,5.0,20.0,7.0,10.0,0,0,0,0,0,0,0,0,0,1
962,18236,2016.0,14.99,0,8.0,20.0,2.0,16.0,0,0,0,0,0,0,0,0,0,1
963,3026,2004.0,14.99,0,9.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
964,14770,2010.0,29.99,0,8.0,20.0,1.0,9.0,0,0,1,0,0,0,0,0,0,0
965,378,2021.0,19.99,0,8.0,15.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
966,386,2021.0,11.99,0,5.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,0,1
967,4492,2015.0,13.99,0,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
968,7922,2012.0,19.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
969,2258,2021.0,19.99,0,8.0,20.0,5.0,10.0,1,0,0,0,0,0,0,0,0,0
970,2597,2020.0,19.99,0,8.0,20.0,5.0,11.0,0,0,0,0,0,0,0,0,0,1
971,15041,2009.0,9.99,0,7.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
972,3915,2015.0,31.99,0,8.0,10.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
973,140,2021.0,19.99,1,7.0,11.0,4.0,8.0,0,0,0,0,0,0,0,0,0,1
974,2014,2020.0,24.99,0,5.0,20.0,6.0,14.0,0,0,0,0,0,0,0,0,0,1
975,1448,2018.0,39.99,0,8.0,11.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
976,3591,2012.0,9.99,0,8.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
977,6281,2013.0,14.99,0,8.0,20.0,2.0,9.0,0,0,0,0,0,0,0,0,0,1
978,535,2017.0,14.99,0,8.0,9.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
979,127,2021.0,19.99,0,8.0,17.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
980,4292,2019.0,14.99,0,9.0,20.0,4.0,8.0,0,0,0,0,0,0,0,0,0,1
981,919,2020.0,14.99,0,9.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
982,5114,2019.0,59.99,0,8.0,18.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
983,1372,2019.0,24.99,0,7.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
984,8808,2016.0,19.99,0,7.0,20.0,2.0,12.0,0,0,0,0,0,0,0,0,0,1
985,15003,2018.0,39.99,0,7.0,20.0,3.0,11.0,0,0,0,0,0,0,0,0,0,0
986,770,2019.0,19.99,1,8.0,5.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
987,32888,2017.0,16.99,0,8.0,20.0,7.0,7.0,0,0,0,0,0,0,0,0,0,1
988,943,2018.0,19.99,0,8.0,11.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
989,7972,2016.0,19.99,0,8.0,20.0,2.0,10.0,0,0,0,0,0,0,0,0,0,1
990,730,2021.0,24.99,0,9.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
991,288,2014.0,7.99,0,8.0,9.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
992,106,2018.0,14.99,0,7.0,7.0,2.0,6.0,0,0,0,0,0,0,0,0,0,1
993,2833,2020.0,19.99,0,5.0,9.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
994,787,2015.0,19.99,0,8.0,20.0,3.0,12.0,0,1,0,0,0,0,0,0,0,0
995,888,2018.0,29.99,1,8.0,20.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
996,19643,2019.0,39.99,0,5.0,20.0,3.0,6.0,0,0,0,0,1,0,0,0,0,0
997,8195,2014.0,14.99,0,8.0,20.0,3.0,12.0,0,0,0,0,0,0,0,0,0,1
998,7934,2020.0,24.99,0,8.0,20.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
999,6359,2011.0,14.99,1,8.0,20.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
1000,6423,2011.0,9.99,0,8.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
1001,3985,2019.0,59.99,0,8.0,20.0,5.0,9.0,0,0,0,0,0,0,1,0,0,0
1002,734,2018.0,19.99,0,9.0,12.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
1003,45835,2014.0,29.99,0,9.0,20.0,3.0,8.0,0,0,0,0,0,0,0,0,1,0
1004,11321,2014.0,39.99,1,5.0,20.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
1005,24,2020.0,19.99,1,7.0,9.0,6.0,10.0,0,0,0,0,0,0,0,0,0,1
1006,85,2021.0,19.99,0,8.0,17.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
1007,191,2020.0,16.99,0,8.0,20.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
1008,2379,2015.0,14.99,0,8.0,11.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
1009,2434,2020.0,34.99,0,7.0,20.0,5.0,10.0,0,0,0,0,0,0,0,0,0,1
1010,1810,2019.0,19.99,0,9.0,16.0,4.0,11.0,0,0,0,0,0,0,0,0,0,1
1011,736,2020.0,29.99,1,3.0,14.0,0.0,10.0,0,0,0,0,0,0,0,0,0,1
1012,828,2020.0,14.99,1,9.0,20.0,0.0,8.0,0,0,0,0,0,0,0,0,0,1
1013,4065,2008.0,9.99,0,8.0,20.0,1.0,10.0,0,0,0,0,0,0,0,0,1,0
1014,161,2020.0,9.99,1,8.0,20.0,0.0,9.0,0,0,0,0,0,0,0,0,0,1
1015,9284,2012.0,19.99,0,8.0,20.0,3.0,7.0,0,0,0,0,0,0,0,0,0,1
1016,194,2016.0,9.99,0,8.0,7.0,3.0,10.0,0,0,0,0,0,0,0,0,0,1
1017,13,2021.0,34.99,0,7.0,7.0,4.0,10.0,0,0,0,0,0,0,0,0,0,1
1018,1650,2017.0,59.99,0,7.0,19.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1
1019,2746,2017.0,19.99,0,7.0,9.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0
