,title,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher
1470,,,,,,,"['Simulation', 'Strategy']",2.0,
1471,Victor Vran ARPG,"5,531",Very Positive,14,"['Action RPG', 'Hack and Slash', 'RPG', 'Adventure', 'Co-op', 'Action', 'Isometric', 'Multiplayer', 'Loot', 'Dungeon Crawler', 'Indie', 'Local Co-Op', 'Controller', 'Fantasy', 'Online Co-Op', 'Singleplayer', 'Dark Fantasy', 'Top-Down', 'Difficult', 'Steampunk']",20.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.0,EuroVideo Medien
1472,,,,,,,"['Action', 'Adventure', 'RPG', 'Idea Factory', 'Compile Heart', 'Idea Factory International']",6.0,
1473,Thimbleweed Park™,"2,926",Very Positive,6,"['Adventure', 'Point & Click', 'Indie', 'Pixel Graphics', 'Puzzle', 'Comedy', 'Story Rich', 'Retro', 'Funny', ""1990's"", 'Singleplayer', '2D', 'Classic', 'Great Soundtrack', 'Cult Classic', 'Remake', 'Detective', 'Mystery', 'Atmospheric']",19.0,"['Adventure', 'Indie', 'Terrible Toybox']",3.0,Terrible Toybox
1474,Naval Action - Hercules,,Mostly Positive,,"['Strategy', 'Action', 'Adventure', 'Massively Multiplayer', 'Indie', 'Simulation']",6.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",6.0,Game-Labs
1475,,,,,,,"['Action', 'Adventure', 'RPG', 'Movie', 'Documentary', 'Warhorse Studios', 'Warhorse Studios', 'Deep Silver', 'Kingdom Come Franchise', 'Warhorse Studios']",10.0,
1476,CHAOS CODE -NEW SIGN OF CATASTROPHE-,139,Very Positive,,"['Action', '2D Fighter', 'Fighting', 'Anime', 'Singleplayer', 'Cute', 'Controller', 'eSports', 'Local Multiplayer', 'Difficult']",10.0,"['Action', 'FK Digital']",2.0,Arc System Works
1477,Tesla Force,96,Mostly Positive,,"['Roguelite', 'Procedural Generation', 'Action', 'Lovecraftian', 'Indie', 'Top-Down', 'Great Soundtrack', 'Singleplayer', 'Top-Down Shooter', 'Shooter', 'Mechs', 'RPG', 'Local Co-Op', 'Replay Value', 'Destruction', 'Science', 'Local Multiplayer', 'Horror', 'Adventure', 'Sci-fi']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', '10tons Ltd']",5.0,10tons Ltd
1478,American Truck Simulator - Dragon Truck Design Pack,,Positive,23,"['Indie', 'Simulation']",2.0,"['Indie', 'Simulation', 'SCS Software']",3.0,SCS Software
1479,,,,,,,"['Simulation', 'Action', 'NovaLogic', 'NovaLogic']",4.0,
1480,Steel Division 2 - Commander Deluxe Pack,,Mixed,6,"['Indie', 'Simulation', 'Strategy', 'Action', 'Singleplayer', 'Replay Value', 'Real-Time with Pause', 'Moddable', 'RTS', 'War', 'Co-op', 'Tactical', 'Turn-Based Strategy', 'Multiplayer', 'World War II', 'Realistic']",16.0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Eugen Systems']",5.0,Eugen Systems
1481,Warhammer: Vermintide 2 - Collector's Edition Upgrade,,Mixed,9,"['Action', 'Indie', 'Gore', 'Violent', 'Co-op', 'Dark Fantasy', 'Action RPG', 'Hack and Slash', 'Singleplayer', 'Multiplayer', 'Fantasy', 'Online Co-Op', 'Tactical', 'First-Person', 'FPS', 'Moddable', 'Adventure', 'PvE', 'Replay Value', 'Games Workshop']",20.0,"['Action', 'Indie', 'Fatshark', 'Fatshark']",4.0,Fatshark
1482,太吾绘卷 The Scroll Of Taiwu,"34,796",Very Positive,,"['RPG', 'Martial Arts', 'Sandbox', 'Strategy', 'Open World', 'Early Access', 'Indie', 'Singleplayer', 'Adventure', 'Casual', 'Simulation', 'Roguelite', 'Dating Sim', 'Building', 'Mythology', 'Roguelike', '2D', 'Anime', 'Strategy RPG', 'Foreign']",20.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",6.0,ConchShip Games
1483,Devil May Cry 5 - Live Action Cutscenes,,Very Positive,12,"['Action', 'Nudity', 'Violent']",3.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
1484,Lessons with Chii-chan,90,Mostly Positive,,"['Adventure', 'Sexual Content', 'Visual Novel', 'Anime', 'Simulation', 'Casual', 'Nudity']",7.0,"['Adventure', 'Orcsoft', 'FAKKU', 'Kagura Games']",4.0,Kagura Games
1485,Clicker Heroes 2,"2,238",Mixed,,"['Clicker', 'Casual', 'Indie', 'RPG', 'Adventure', 'Strategy', 'Simulation', 'Action', 'Early Access', 'Singleplayer', 'Management', 'Great Soundtrack', 'Fantasy', 'Family Friendly', 'Idler', 'Strategy RPG', 'Cinematic', 'Multiplayer']",18.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",8.0,Playsaurus
1486,Three Kingdoms The Last Warlord,"2,645",Mostly Positive,11,"['Strategy', 'Simulation', 'Indie', 'Historical', 'Turn-Based Strategy', 'Turn-Based', 'War', 'Tactical', 'Early Access', 'Military', 'Grand Strategy', '4X', 'Wargame', 'Turn-Based Combat', 'Turn-Based Tactics']",15.0,"['Indie', 'Simulation', 'Strategy']",3.0,LongYou Tech Ltd
1487,,,,,,,"['Simulation', 'Strategy', 'Indie', 'Enlight Software Limited', 'Enlight Software Limited']",5.0,
1488,Tabletop Simulator - Cosmic Encounter Connector,,Mostly Positive,,"['Strategy', 'RPG', 'Indie', 'Casual', 'Simulation']",5.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Berserk Games']",6.0,Berserk Games
1489,Wandersong,"2,069",Overwhelmingly Positive,,"['Music', 'Adventure', 'Comedy', 'Indie', 'Emotional', 'Story Rich', 'Great Soundtrack', 'Colorful', 'Funny', 'Cute', 'Casual', 'Platformer', 'Family Friendly', 'Stylized', 'Side Scroller', 'Rhythm', '2D', 'Cartoony', 'Exploration', 'Experimental']",20.0,"['Adventure', 'Indie']",2.0,Greg Lobanov
1490,Little Big Workshop - The Evil DLC,,Mixed,11,"['Simulation', 'Strategy']",2.0,"['Simulation', 'Strategy']",2.0,HandyGames
1491,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,102,Mixed,,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly']",4.0,"['Adventure', 'Casual', 'Humongous Entertainment']",3.0,Nightdive Studios
1492,Planet Coaster - Studios Pack,,Very Positive,9,"['Simulation', 'Strategy']",2.0,"['Simulation', 'Strategy', 'Frontier Developments', 'Aspyr (Mac)', 'Frontier Developments']",5.0,Aspyr (Mac)
1493,,,,,,,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",4.0,
1494,Beach Buggy Racing 2: Island Adventure,196,Very Positive,6,"['Racing', 'Split Screen', 'Controller', 'Early Access', 'Physics', 'Cartoon']",6.0,"['Racing', 'Vector Unit']",2.0,Vector Unit
1495,"Batman™: Arkham Origins - Cold, Cold Heart",,Very Positive,9,"['Action', 'Adventure', 'Open World', 'Third Person']",4.0,"['Action', 'Adventure', 'WB Games Montreal']",3.0,Warner Bros. Interactive Entertainment
1496,Expansion - Crusader Kings II: The Republic,,Mixed,,"['Strategy', 'Medieval']",2.0,"['Strategy', 'Paradox Development Studio']",2.0,Paradox Interactive
1497,Black Closet,227,Very Positive,,"['Detective', 'Female Protagonist', 'Strategy', 'RPG', 'Noir', 'LGBTQ+', 'Romance', 'Difficult', 'Story Rich', 'Choices Matter', 'Investigation', 'Mystery', 'Gothic', 'Management', 'Singleplayer', '2D', 'Turn-Based', 'Indie', 'Simulation', 'Visual Novel']",20.0,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Hanako Games']",5.0,Hanako Games
1498,Operation Flashpoint: Dragon Rising,"1,943",Mixed,,"['FPS', 'Action', 'Tactical', 'Military', 'Multiplayer', 'Open World', 'Simulation', 'Singleplayer', 'Co-op', 'First-Person', 'Shooter', 'Realistic', 'War', 'Strategy', 'Stealth', 'Adventure', 'Walking Simulator']",17.0,"['Action', 'Codemasters Studios']",2.0,Codemasters
1499,NTBSS: Master Character Training Pack Naruto Uzumaki (BORUTO),,Very Positive,13,['Action'],1.0,"['Action', 'Soleil Ltd.']",2.0,BANDAI NAMCO Entertainment
1500,Monster Hunter: World - MHW:I Gesture Pack: Clean Dance Set,,6 user reviews,13,['Action'],1.0,"['Action', 'CAPCOM Co., Ltd.']",2.0,"CAPCOM Co., Ltd."
1501,"Beat Saber - Green Day - ""Holiday""",,8 user reviews,,['Indie'],1.0,[],0.0,Beat Games
1502,TrackMania² Valley,473,Mostly Positive,21,"['Racing', 'Sports', 'Multiplayer', 'Level Editor', '3D Vision', 'Time Attack', 'Arcade', 'Singleplayer', 'Local Multiplayer', 'Split Screen']",10.0,"['Racing', 'Sports']",2.0,Ubisoft
1503,Serious Sam HD: The Second Encounter,390,Very Positive,6,"['FPS', 'Action', 'Co-op', 'Shooter', 'Comedy', 'Multiplayer', 'Indie', 'Online Co-Op', 'Classic', 'Gore', 'Singleplayer', 'Cult Classic', 'Great Soundtrack', 'First-Person', 'Remake', 'Aliens', 'Sci-fi', 'Funny', 'Colorful', 'Arena Shooter']",20.0,"['Action', 'Indie', 'Croteam', 'Devolver Digital']",4.0,Devolver Digital
1504,Chicken Police - Paint it RED!,671,Overwhelmingly Positive,8,"['Adventure', 'Indie', 'Detective', 'Noir', 'Story Rich', 'Beautiful', 'Visual Novel', 'Great Soundtrack', 'Point & Click', 'Sexual Content', 'Atmospheric', 'Crime', '2D', 'Conversation', 'Singleplayer', 'Dark Humor', 'Violent', 'Cats', 'Cult Classic', 'Nature']",20.0,"['Adventure', 'Indie', 'The Wild Gentlemen']",3.0,HandyGames
1505,Alba: A Wildlife Adventure,"1,152",Overwhelmingly Positive,14,"['Casual', 'Female Protagonist', 'Adventure', '3D', 'Family Friendly', 'Funny', 'Story Rich', 'Nature', 'Cartoony', 'Exploration', 'Singleplayer', 'Open World', 'Creature Collector', 'Colorful', 'Cute', 'Cartoon', 'Relaxing', 'Stylized', 'Atmospheric', 'Indie']",20.0,"['Adventure', 'Casual', 'ustwo games']",3.0,PID Publishing
1506,Panzer Corps 2: Axis Operations - 1939,,Mostly Positive,8,['Strategy'],1.0,['Strategy'],1.0,Slitherine Ltd.
1507,Cities: Skylines - Campus Radio,,Mostly Positive,9,"['Simulation', 'Strategy']",2.0,"['Simulation', 'Strategy']",2.0,Colossal Order Ltd.
1508,SWAT 3: Tactical Game of the Year Edition,220,Mixed,,"['Simulation', 'Action', 'Tactical', 'Violent', 'FPS', 'Multiplayer', 'Singleplayer', 'Classic', 'First-Person']",9.0,"['Action', 'Simulation']",2.0,Activision
1509,Ultimate General: Gettysburg,"2,516",Very Positive,,"['Strategy', 'Historical', 'Simulation', 'RTS', 'Tactical', 'Wargame', 'Indie', 'War', 'Singleplayer', 'Military', 'Multiplayer']",11.0,"['Indie', 'Simulation', 'Strategy']",3.0,Game-Labs
1510,Day of Dragons,"1,890",Mixed,,"['Simulation', 'Indie', 'Dragons', 'Survival', 'Early Access', 'Sandbox', 'Open World', 'Multiplayer', 'Fantasy', 'RPG', 'Flight', 'PvP', 'Exploration', 'Immersive Sim', 'Survival Horror', 'Tactical RPG', '3D', 'First-Person', 'Realistic', 'Third Person']",20.0,"['Indie', 'Simulation', 'Early Access']",3.0,Beawesome Games
1511,Cities: Skylines - Deluxe Edition Upgrade Pack,,Mixed,,"['Simulation', 'Strategy']",2.0,"['Simulation', 'Strategy', 'Colossal Order']",3.0,Paradox Interactive
1512,Aim Lab Signature Series - Bugha Pack,,,,"['Adventure', 'Free to Play', 'Indie', 'Casual', 'Simulation', 'Action']",6.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",6.0,Statespace
1513,,,,,,,"['Action', 'Adventure', 'Avalanche Studios']",3.0,
1514,Far Cry® 5 - Lost On Mars,,Mixed,15,"['Adventure', 'Action']",2.0,"['Action', 'Adventure', 'Ubisoft Montreal', 'Red Storm', 'Ubisoft Shanghai', 'Ubisoft Toronto']",6.0,Ubisoft Kiev
1515,Funanigans: Party Games,5,3 user reviews,,"['Party Game', 'Indie', 'Party', 'Multiplayer', 'Local Multiplayer', 'Funny', 'Casual', '4 Player Local', 'Team-Based', 'Comedy', 'Local Co-Op', 'Co-op', 'Word Game', 'Logic', 'Singleplayer']",15.0,"['Casual', 'Indie']",2.0,Eric Peterson
1516,NEKOPARA Vol. 0,"15,710",Overwhelmingly Positive,,"['Anime', 'Nudity', 'Sexual Content', 'Visual Novel', 'Cute', 'Mature', 'Singleplayer', 'Casual', 'Dating Sim', 'First-Person', '2D', 'Story Rich', 'Indie', 'Hentai', 'Romance', 'Cats', 'Great Soundtrack', 'Linear', 'Funny', 'Female Protagonist']",20.0,"['Casual', 'Indie']",2.0,Sekai Project
1517,Holdfast: Nations At War - Regiments of the Guard,,Positive,20,"['Strategy', 'Action', 'Massively Multiplayer', 'Indie', 'Simulation']",5.0,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation']",4.0,Anvil Game Studios
1518,Balloonatics,,Positive,,"['Indie', 'Action', 'Early Access', 'Simulation', 'Strategy', 'VR', 'Multiplayer', 'Fast-Paced', 'Physics', 'Comedy', 'Flight', 'Team-Based', 'FPS', 'Casual', 'Funny', 'First-Person', 'Shooter', 'Driving', 'Arena Shooter', 'Co-op']",20.0,[],0.0,BitCutter Studios Inc.
1519,Hentai Mosaique Neko Waifus,743,Very Positive,10,"['Sexual Content', 'Nudity', 'LGBTQ+', 'Hentai', 'RPG', 'Puzzle', 'Dating Sim', 'Anime', 'Mature', 'Visual Novel', 'Colorful', 'Atmospheric', 'Casual', 'Cute', 'Interactive Fiction', 'Beautiful', 'Singleplayer', '2D', 'Hand-drawn', 'Romance']",20.0,"['Casual', 'RPG', 'Lil Hentai Games']",3.0,Lil Hentai Games
1520,HARDCORE MECHA,"2,207",Very Positive,7,"['Action', 'Indie', 'Mechs', 'Anime', 'Sci-fi', 'Shooter', '2D', 'Platformer', 'Multiplayer', 'Singleplayer', 'Military', 'Crowdfunded', 'Story Rich', 'Fighting', '4 Player Local', 'Online Co-Op', 'Local Multiplayer', 'Kickstarter', 'Cinematic', 'Local Co-Op']",20.0,"['Action', 'Indie', 'RocketPunch Games', 'RocketPunch Games']",4.0,Lightning Games
1521,Titan Quest: Atlantis,,Mixed,12,"['Action', 'RPG', 'Gore', 'Hack and Slash']",4.0,"['Action', 'RPG', 'Pieces Interactive', 'THQ Nordic']",4.0,THQ Nordic
1522,SeaBed,172,Very Positive,,"['Indie', 'Visual Novel', 'Casual', 'Female Protagonist', 'Adventure', 'LGBTQ+', 'Anime', 'Romance', 'Cute', 'Mystery', 'Story Rich']",11.0,"['Adventure', 'Casual', 'Indie']",3.0,Fruitbat Factory
1523,Ocean's Heart,295,Very Positive,7,"['Action', 'Action RPG', 'Action-Adventure', 'Puzzle', 'Exploration', 'Pixel Graphics', 'JRPG', 'Female Protagonist', 'Character Action Game', 'RPG', '2D', 'Cute', 'Isometric', 'Top-Down', 'Funny', 'Story Rich', 'Anime', 'Family Friendly', 'Colorful', 'Fantasy']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Max Mraz']",5.0,Nordcurrent
1524,Insurgency: Sandstorm - Nightstalker Gear Set,,Very Positive,23,"['Action', 'Violent']",2.0,"['Action', 'New World Interactive']",2.0,Focus Home Interactive
1525,Call of Juarez: Bound in Blood,"2,201",Very Positive,,"['Western', 'Action', 'FPS', 'Singleplayer', 'Multiplayer', 'Shooter', 'First-Person', 'Story Rich', 'Adventure', 'Open World', 'Atmospheric', 'Historical', 'Bullet Time', 'Great Soundtrack', 'Co-op', 'Controller', 'Classic']",17.0,"['Action', 'Techland']",2.0,Techland Publishing
1526,,,,,,,"['Indie', 'RPG', 'Strategy', 'Four Quarters']",4.0,
1527,Interstellar Rift,"1,295",Mostly Positive,7,"['Space Sim', 'Open World', 'Building', 'Exploration', 'Crafting', 'Sandbox', 'PvP', 'Mining', 'Survival', 'First-Person', 'Trading', '3D', 'Space', 'Action', 'Simulation', 'Sci-fi', 'Atmospheric', 'Adventure', 'Futuristic', 'Aliens']",20.0,"['Action', 'Indie', 'Simulation', 'Split Polygon']",4.0,Iceberg Interactive
1528,Total War: THREE KINGDOMS - Yellow Turban Rebellion,,Very Positive,13,"['Strategy', 'Action', 'Violent', 'Historical']",4.0,"['Action', 'Strategy', 'CREATIVE ASSEMBLY', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', 'SEGA', 'Feral Interactive (Mac)']",7.0,Feral Interactive (Linux)
1529,Tiny Town VR,300,Very Positive,,"['Simulation', 'Indie', 'Casual', 'VR', 'City Builder', 'Sandbox']",6.0,[],0.0,Lumbernauts
1530,Rising World,"4,177",Very Positive,,"['Open World Survival Craft', 'Mining', 'Sandbox', 'Voxel', 'Building', 'Relaxing', 'Procedural Generation', 'Adventure', 'Exploration', 'Crafting', 'Atmospheric', 'Hunting', 'Singleplayer', 'Base Building', 'Multiplayer', 'Co-op', 'PvE', 'Medieval', 'Modern', 'Early Access']",20.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",5.0,JIW-Games
1531,Resident Evil 2 Original Soundtrack,,2 user reviews,,[],0.0,"['CAPCOM CO., LTD.']",1.0,"CAPCOM CO., LTD."
1532,IL-2 Sturmovik: Fw 190 A-3 Collector Plane,,Mostly Positive,6,['Simulation'],1.0,"['Simulation', '1C Game Studios']",2.0,1C Game Studios
1533,Little Nightmares II Digital Content Bundle,,Mixed,14,"['Adventure', 'Horror']",2.0,"['Adventure', 'Tarsier Studios', 'BANDAI NAMCO Entertainment']",3.0,BANDAI NAMCO Entertainment
1534,Niche - a genetics survival game,"3,878",Very Positive,10,"['Open World', 'Singleplayer', 'Strategy', 'God Game', 'Science', 'Life Sim', 'Survival', 'Relaxing', 'Nature', 'Adventure', 'Funny', 'Management', 'Turn-Based Strategy', 'Education', 'Simulation', 'Turn-Based', 'Sandbox', 'Experimental', 'Cute', 'Family Friendly']",20.0,"['Indie', 'Simulation', 'Strategy', 'Stray Fawn Studio', 'Stray Fawn Studio']",5.0,WhisperGames
1535,Cepheus Protocol,341,Very Positive,,"['Strategy', 'Action', 'Indie', 'Early Access', 'Simulation', 'RTS', 'Adventure', 'Zombies', 'Real Time Tactics', 'Tactical', 'Real-Time', 'Military', 'Difficult', 'Atmospheric', 'Sci-fi', 'Base Building', 'Isometric', 'Perma Death', 'Survival', 'Sandbox']",20.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",6.0,Halcyon Winds
1536,Descending I - House of Nightmares,3,3 user reviews,,"['Adventure', 'VR', 'Horror', 'Puzzle', 'Psychological Horror', 'Interactive Fiction', 'First-Person', 'Singleplayer', 'Story Rich', 'Exploration', 'Hidden Object', '3D', 'Atmospheric', 'Demons', 'Magic', 'Mystery', 'Surreal', 'Linear', 'Indie']",19.0,[],0.0,Dungeon Games
1537,Movavi Video Converter Premium 2020,46,Mostly Positive,14,"['Utilities', 'Video Production', 'Design & Illustration', 'Software Training', 'Animation & Modeling', 'Software', 'Photo Editing', 'Audio Production', 'Web Publishing', 'Education', 'Tutorial', 'Family Friendly', 'Multiplayer', 'Singleplayer', 'Beautiful', 'Soundtrack', 'Movie', 'FMV', 'Historical']",19.0,"['Animation & Modeling', 'Design & Illustration', 'Software Training', 'Utilities', 'Video Production', 'Movavi Software']",6.0,Movavi Software
1538,Hyperdimension Neptunia Re;Birth1,"11,207",Overwhelmingly Positive,,"['Anime', 'JRPG', 'Female Protagonist', 'Cute', 'RPG', 'Singleplayer', 'Comedy', 'Funny', 'Turn-Based', 'Great Soundtrack', 'Strategy', 'Visual Novel', 'Turn-Based Combat', 'Nudity', 'Story Rich', 'Memes', 'Adventure', 'Action', 'Sci-fi', 'Casual']",20.0,"['RPG', 'Strategy', 'IDEA FACTORY Co., Ltd.', 'COMPILE HEART Co., Ltd.', 'FELISTELLA Co., Ltd.', 'Idea Factory International, Inc.', 'IDEA FACTORY Co., Ltd.']",7.0,"IDEA FACTORY Co., Ltd."
1539,Pagan: Absent Gods,"2,749",Mixed,11,"['Hack and Slash', 'RPG', 'Action RPG', 'Loot', 'Co-op', 'Fantasy', 'Early Access', 'Character Customization', 'Crafting', 'Action', 'Top-Down', 'Isometric', 'Difficult', 'Fast-Paced', 'Multiplayer', 'Competitive', 'Singleplayer']",17.0,"['Action', 'RPG']",2.0,Mad Head Games
1540,Gear Up,"8,592",Mostly Positive,11,"['Free to Play', 'Multiplayer', 'Robots', 'Action', 'Shooter', 'Tanks', 'Building', 'PvP', 'Third Person', 'War', 'Massively Multiplayer', 'Sandbox', 'Indie', 'Strategy', 'Open World', 'Funny', 'Simulation', 'FPS', 'Adventure', 'Singleplayer']",20.0,"['Action', 'Free to Play', 'Indie']",3.0,Doctor Entertainment AB
1541,Jotun: Valhalla Edition,"7,688",Mostly Positive,10,"['Adventure', 'Mythology', 'Action', 'Indie', 'Hand-drawn', 'Female Protagonist', 'Difficult', 'Singleplayer', 'Atmospheric', 'Exploration', 'Great Soundtrack', '2D', 'Isometric', 'Fantasy', 'Kickstarter', 'Controller', 'Story Rich', 'RPG', 'Action-Adventure', 'Souls-like']",20.0,"['Action', 'Adventure', 'Indie']",3.0,Thunder Lotus Games
1542,NASCAR Heat 5 - December Pack,,1 user reviews,,"['Racing', 'Sports']",2.0,"['Racing', 'Sports', '704Games Company']",3.0,Motorsport Games
1543,Blackthorn Arena,"2,928",Mostly Positive,10,"['Strategy', 'Simulation', 'RPG', 'Indie', 'Violent', 'Nudity', 'Gore', 'Difficult', 'Management', 'Early Access', 'Building', 'Sandbox', 'Singleplayer', 'Atmospheric']",14.0,"['Indie', 'RPG', 'Simulation', 'Strategy']",4.0,PersonaeGame Studio
1544,Mutant Football League,575,Very Positive,,"['Indie', 'Sports', 'Football', 'Violent', 'Blood', 'Gore', 'Funny', 'Local Multiplayer', 'Local Co-Op', '4 Player Local', 'Arcade', 'Old School', 'Remake', 'Multiplayer', 'Colorful', 'Controller', 'Family Friendly', 'Co-op', 'God Game', 'Early Access']",20.0,"['Action', 'Indie', 'Sports']",3.0,Digital Dreams Entertainment LLC
1545,Crimson Gray,291,Very Positive,,"['Visual Novel', 'Choices Matter', 'Story Rich', 'Indie', 'Psychological Horror', 'Simulation', 'Sexual Content', 'Violent', 'Multiple Endings', 'Anime', 'Nudity', 'Horror', 'Psychological', 'Dating Sim', 'Casual', 'Interactive Fiction', 'Choose Your Own Adventure', '2D', 'First-Person', 'Atmospheric']",20.0,"['Adventure', 'Indie', 'Simulation']",3.0,Sierra Lee
1546,Paradiddle,161,Very Positive,,"['VR', 'Music', 'Rhythm', 'Audio Production', 'Simulation', 'Replay Value', 'Education', 'Utilities', 'Indie', 'Casual', 'Sandbox', 'Early Access', 'Singleplayer', 'Immersive Sim', 'Immersive', 'Realistic']",16.0,[],0.0,Emre Tanirgan
1547,Star Traders: Frontiers,"2,622",Very Positive,,"['Trading', 'Space Sim', 'Strategy RPG', 'Sandbox', 'Tactical RPG', 'Turn-Based Tactics', 'Roguelite', 'Difficult', 'Perma Death', 'Turn-Based Strategy', 'Roguelike', 'Character Customization', 'RPG', 'Strategy', '2D', 'Story Rich', 'Choices Matter', 'Procedural Generation', 'Turn-Based Combat', 'Space']",20.0,"['RPG', 'Strategy']",2.0,Trese Brothers
1548,Train Simulator: Southern Pacific GS-4 Loco Add-On,,Positive,,['Simulation'],1.0,"['Simulation', 'G-TraX']",2.0,Dovetail Games - Trains
1549,Chaos Galaxy,157,Very Positive,,"['Mechs', 'Grand Strategy', 'Pixel Graphics', 'Indie', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Sci-fi', 'Strategy', 'Turn-Based', 'War', 'Simulation', 'Anime', 'Retro', 'Space', 'Singleplayer', '4X']",16.0,"['Indie', 'Strategy', 'Han Zhiyu']",3.0,ChaosGalaxyStudio
1550,Tiny Space Academy,9,5 user reviews,,"['Simulation', 'Casual', 'Space', 'Physics', 'Exploration', 'Space Sim', 'Building', 'Indie', '2D', 'Education', 'Crafting', '2D Platformer', 'Atmospheric', 'Historical', 'Conversation', 'Open World', 'Singleplayer', 'Colony Sim']",18.0,"['Casual', 'Indie', 'Simulation']",3.0,Full Orbit Games LLC
1551,Lakeview Valley,455,Very Positive,,"['CRPG', 'Tactical RPG', 'Survival Horror', 'Fishing', 'Action RPG', 'Character Customization', 'RPG', '2D', 'Top-Down', 'Romance', 'Horror', 'Psychological Horror', 'Dark Humor', 'Dark Comedy', 'Narration', 'Multiple Endings', 'Choices Matter', 'Sandbox', 'Story Rich', 'Pixel Graphics']",20.0,"['Adventure', 'Indie', 'RPG']",3.0,Roope Tamminen
1552,Project Nimbus: Complete Edition,"1,314",Very Positive,,"['Mechs', 'Action', 'Indie', 'Robots', 'Anime', 'Fast-Paced', 'Sci-fi', 'Early Access', 'Great Soundtrack']",9.0,"['Action', 'Indie', 'GameCrafterTeam', 'GameTomo Co., Ltd.']",4.0,"GameTomo Co., Ltd."
1553,,,,,,,"['Action', 'Adventure', 'Indie', 'Strategy', 'The Software Farm', 'Sunlight Games']",6.0,
1554,Cities: Skylines - Coast to Coast Radio,,Positive,9,"['Simulation', 'Strategy']",2.0,"['Simulation', 'Strategy', 'Colossal Order Ltd.']",3.0,Paradox Interactive
1555,Farm Manager 2018,"2,235",Mixed,14,"['Simulation', 'Farming Sim', 'Strategy', 'Indie', 'Management', 'Agriculture', 'Resource Management', 'Building', 'Singleplayer', 'Economy', 'Casual', 'Atmospheric', 'Relaxing', 'Realistic', 'Family Friendly', 'City Builder', 'Great Soundtrack', 'Inventory Management', 'Multiplayer', 'Farming']",20.0,"['Indie', 'Simulation', 'Strategy', 'Cleversan Software', 'PlayWay S.A.', 'Sim Farm S.A.']",6.0,Sim Farm S.A.
1556,Forza Horizon 4: Barrett-Jackson Car Pack,,3 user reviews,16,['Racing'],1.0,['Racing'],1.0,Xbox Game Studios
1557,Sid Meier's Civilization® VI: Babylon Pack,,Mixed,12,['Strategy'],1.0,"['Strategy', 'Firaxis Games', 'Aspyr (Mac)', 'Aspyr (Linux)']",4.0,2K
1558,League of Maidens® Standard Edition,,8 user reviews,,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'Free to Play', 'Nudity', 'Violent', 'Gore']",10.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",6.0,Maiden Gaming Inc.
1559,Conarium,"1,543",Mostly Positive,10,"['Adventure', 'Lovecraftian', 'Indie', 'Horror', 'Walking Simulator', 'Psychological Horror', 'First-Person', 'Atmospheric', 'Story Rich', 'Puzzle', 'Great Soundtrack', 'Sci-fi', 'Singleplayer']",13.0,"['Adventure', 'Indie', 'Zoetrope Interactive']",3.0,Iceberg Interactive
1560,Little Inferno,"8,428",Overwhelmingly Positive,7,"['Casual', 'Indie', 'Puzzle', 'Singleplayer', 'Satire', 'Funny', 'Comedy', 'Short', 'Great Soundtrack', 'Adventure', 'Dark Humor', 'Sandbox', 'Atmospheric', 'Story Rich', 'Dark', 'Touch-Friendly', '2D', 'Point & Click', 'Surreal', 'Parody']",20.0,"['Adventure', 'Casual', 'Indie']",3.0,Tomorrow Corporation
1561,Gibbous -  A Cthulhu Adventure,"1,199",Very Positive,14,"['Point & Click', 'Adventure', 'Puzzle', 'Comedy', 'Funny', 'Singleplayer', 'Hand-drawn', 'Story Rich', 'Indie', 'Lovecraftian', 'Retro', 'Steampunk', 'Cats', 'Noir', 'Sci-fi', 'Fantasy', 'Cartoon', 'Visual Novel', 'Gothic', 'Family Friendly']",20.0,"['Adventure', 'Indie']",2.0,Stuck In Attic
1562,,,,,,,"['Audio Production', 'Video Production']",2.0,
