,title,num_reviews,review_rating,num_languages,tags,num_tags,genres,num_genres,publisher
12918,Call of Duty®: Black Ops II - Viper Personalization Pack,,3 user reviews,8,['Action'],1.0,['Action'],1.0,Activision
12919,Jigsaw Masterpieces : Beautiful Sceneries in the USA,,,,"['Casual', 'Free to Play']",2.0,"['Casual', 'Free to Play']",2.0,BottleCube inc.
12920,Call of Duty®: Black Ops II - Beast Personalization Pack,,Positive,,['Action'],1.0,['Action'],1.0,Activision
12921,Jigsaw Masterpieces : Sakura - Japanese Cherry Blossoms -,,,,"['Casual', 'Free to Play']",2.0,"['Casual', 'Free to Play']",2.0,BottleCube inc.
12922,All Day Dying: Redux Edition,38,Positive,,"['Indie', 'Violent', 'FPS', 'Fast-Paced', 'First-Person', 'Score Attack', 'Old School', 'Stylized', 'Action', 'Difficult', 'Singleplayer', 'Time Attack', 'Replay Value', 'Competitive', 'Arcade', 'Shooter']",16.0,"['Action', 'Indie']",2.0,Paulo Lopes
12923,Cyber Rider,8,8 user reviews,10,"['Early Access', 'Cyberpunk', 'Arcade', 'Motorbike', 'Driving', 'Casual', 'Mature', 'Score Attack', 'NSFW', 'Runner', 'Rhythm', 'Stylized', 'Parkour', 'Sports', 'Automobile Sim', 'Surreal', 'Action', 'Relaxing', 'Racing', 'Simulation']",20.0,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access', 'Meng Games']",8.0,Meng Games
12924,Call of Duty®: Black Ops II - Cyborg Personalization Pack,,Positive,,"['Action', 'Free to Play']",2.0,['Action'],1.0,Activision
12925,DiRT Rally 2.0 - ŠKODA Fabia Rally,,Positive,8,"['Simulation', 'Racing', 'Sports']",3.0,"['Racing', 'Simulation', 'Sports', 'Codemasters']",4.0,Codemasters
12926,Indecision.,469,Very Positive,11,"['Indie', 'Exploration', 'Adventure', 'Pixel Graphics', 'Short', 'Abstract', 'Psychological', 'Experimental', 'Experience', 'Platformer', 'Singleplayer', 'Puzzle Platformer', 'Casual', 'Psychological Horror', 'Puzzle', 'Side Scroller', 'Surreal', 'Visual Novel', '2D', 'Minimalist']",20.0,"['Adventure', 'Indie', 'Bilge Kaan']",3.0,Bilge Kaan
12927,"AUDICA - Maroon 5 ft. Christina Aguilera - ""Moves Like Jagger""",,,7,"['Action', 'Indie']",2.0,"['Action', 'Indie']",2.0,"Harmonix Music Systems, Inc"
12928,Call of Duty®: Black Ops II - Rogue Personalization Pack,,9 user reviews,,['Action'],1.0,['Action'],1.0,Activision
12929,Keep in Mind: Remastered,171,Very Positive,9,"['Horror', 'Story Rich', 'Adventure', 'Indie', 'Dark', 'Singleplayer', 'Psychological Horror', 'Short', 'Psychological', 'Emotional', 'Pixel Graphics', 'Atmospheric', 'Retro', 'Great Soundtrack', 'Mystery', 'Exploration', 'Walking Simulator', 'Stylized', 'Dynamic Narration', 'Philosophical']",20.0,"['Adventure', 'Indie', 'Little Moth Games', 'Akupara Games']",4.0,Akupara Games
12930,Wheely,,Very Positive,7,"['Adventure', 'Puzzle', 'Casual', 'Family Friendly', 'Indie', 'Singleplayer', '2D', 'Character Action Game', 'Psychological Horror']",9.0,"['Adventure', 'Casual', 'Indie']",3.0,Mana Potion Studios
12931,Mari and the Black Tower,8,5 user reviews,,"['RPGMaker', 'JRPG', 'Party-Based RPG', 'Turn-Based Combat', 'Female Protagonist', 'Indie', '2D', 'Dungeon Crawler', 'Memes', 'RPG', 'Pixel Graphics', 'Fantasy', 'Multiple Endings', 'Story Rich', 'Cute', 'Turn-Based', 'Casual', 'Singleplayer', 'Retro', 'Puzzle']",20.0,"['Indie', 'RPG', 'Joshua Keith']",3.0,Joshua Keith
12932,Teleglitch: Guns and Tunes,,Mostly Positive,,"['Action', 'Indie']",2.0,"['Action', 'Indie']",2.0,Paradox Interactive
12933,Merchant - Extra Inventory Page,,,,"['RPG', 'Simulation']",2.0,"['RPG', 'Simulation']",2.0,Retora Games
12934,Batman™: Arkham Knight - 1st Appearance Batman Skin,,Mostly Positive,10,"['Action', 'Adventure']",2.0,['Action'],1.0,Rocksteady Studios
12935,Harvester of Dreams : Episode 1,17,Mixed,,"['Adventure', 'Indie', 'First-Person', 'Steampunk', 'Early Access', 'Puzzle', 'Exploration', 'Point & Click', 'Retro', '3D', 'Short', 'Walking Simulator']",12.0,"['Adventure', 'Indie']",2.0,Christian Waadt
12936,Fireflies,,Negative,,"['Adventure', 'Indie', 'Horror', 'Puzzle']",4.0,"['Adventure', 'Indie']",2.0,Phanom Games
12937,Aventura Copilului Albastru și Urât,"1,343",Overwhelmingly Positive,,"['Adventure', '2D', 'Point & Click', 'Multiple Endings', 'Comedy', 'Sexual Content', 'Singleplayer', 'Indie', 'Violent', 'Casual', 'Choices Matter', 'Gore', 'Hentai', 'Nudity', 'Funny', 'Pixel Graphics', 'Anime']",17.0,"['Adventure', 'Casual', 'Indie']",3.0,Codrin Bradea
12938,The Castles of Dr. Creep,,Positive,,"['Casual', 'Indie', 'Retro', 'Puzzle Platformer', 'Puzzle', 'Medieval', 'Pixel Graphics']",7.0,"['Casual', 'Indie', 'Ed Hobbs']",3.0,Strobs Canardly
12939,Batman™: Arkham Knight - Bat-Family Skin Pack,,Positive,10,"['Action', 'Adventure']",2.0,['Action'],1.0,Rocksteady Studios
12940,Running Through Russia,"1,314",Mostly Positive,,"['Casual', 'Indie', 'Early Access', 'Adventure', 'Memes', 'Psychological Horror', 'Platformer', '2D', 'Pixel Graphics', 'Illuminati', 'Story Rich', 'Runner']",12.0,"['Adventure', 'Casual', 'Indie', 'Early Access']",4.0,Spell Helix
12941,Batman™: Arkham Knight - 1989 Movie Batmobile Pack,,Very Positive,10,"['Action', 'Adventure']",2.0,['Action'],1.0,Rocksteady Studios
12942,Desktop Girls - New Girls,,5 user reviews,,"['Sexual Content', 'Nudity', 'Utilities', 'Design & Illustration', 'Animation & Modeling']",5.0,"['Animation & Modeling', 'Design & Illustration', 'Utilities']",3.0,Sin's Temptation
12943,OldMaidGirl,71,Mixed,,"['Casual', 'VR', 'Anime', 'Sexual Content', 'Nudity']",5.0,[],0.0,Vrai
12944,Ino,43,Mixed,,"['Adventure', 'Indie', 'RPG', 'Gore', 'Violent', 'Horror', 'RPGMaker']",7.0,"['Adventure', 'Indie', 'RPG']",3.0,L Rod
12945,Call of Duty®: Black Ops II - Coyote Personalization Pack,,4 user reviews,,['Action'],1.0,['Action'],1.0,Activision
12946,Guns Craft - Expansion Pack 2,,,,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'Simulation', 'Sports']",8.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports']",7.0,Guns Craft
12947,Survarium - Steam Starter Pack,,Mostly Positive,9,"['Action', 'RPG', 'Massively Multiplayer', 'Free to Play']",4.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",4.0,Vostok Games
12948,Sakura Clicker - Maeko's Outfit,,6 user reviews,,['Indie'],1.0,"['Indie', 'Winged Cloud']",2.0,Winged Cloud
12949,DiRT Rally 2.0 - Ford Fiesta Rallycross (STARD),,9 user reviews,8,"['Simulation', 'Racing', 'Sports']",3.0,"['Racing', 'Simulation', 'Sports', 'Codemasters', 'Codemasters']",5.0,Codemasters
12950,ROUGH KUTS: Night of the Living Dead,3,2 user reviews,,"['Casual', 'Interactive Fiction', 'Point & Click', 'Choose Your Own Adventure', 'Immersive Sim', 'Cinematic', 'FMV', 'Noir', 'Realistic', 'Dark', 'Drama', 'Mystery', 'Post-apocalyptic', 'Psychological', 'Sci-fi', 'Survival Horror', 'Thriller', 'Zombies', 'Multiple Endings', 'Singleplayer']",20.0,"['Action', 'Adventure', 'Casual', 'Indie']",4.0,ROUGH KUTS
12951,Antisphere,,Mixed,14,"['Action', 'Casual', 'Indie', 'Strategy', 'Massively Multiplayer']",5.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",5.0,Starbreeze Publishing AB
12952,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,,Mixed,10,"['Action', 'Adventure', 'LEGO']",3.0,"['Action', 'Adventure', 'TT Games Ltd', 'Feral Interactive (Mac)']",4.0,Feral Interactive (Mac)
12953,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,,Mixed,10,"['Adventure', 'Action', 'LEGO', 'Dinosaurs']",4.0,"['Action', 'Adventure']",2.0,Warner Bros. Interactive Entertainment
12954,Hoppa,6,4 user reviews,,"['Indie', 'Adventure', 'Exploration', 'Atmospheric', 'Short', 'Cute']",6.0,"['Adventure', 'Indie', 'Sokpop Collective']",3.0,Sokpop Collective
12955,Sim Racing Telemetry - MotoGP 18,,2 user reviews,,['Utilities'],1.0,['Utilities'],1.0,UNAmedia
12956,Call of Duty®: Black Ops II - Breach Personalization Pack,,7 user reviews,,['Action'],1.0,['Action'],1.0,Activision
12957,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC4 Jinchuriki Costume Pack 1,,8 user reviews,9,"['Adventure', 'Action']",2.0,"['Action', 'Adventure']",2.0,BANDAI NAMCO Entertainment
12958,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC5 Jinchuriki Costume Pack 2,,9 user reviews,9,"['Adventure', 'Action']",2.0,"['Action', 'Adventure']",2.0,BANDAI NAMCO Entertainment
12959,Cat or Bread?,209,Very Positive,,"['Casual', 'Indie', 'Memes', 'Psychological Horror', 'Cats']",5.0,"['Casual', 'Indie']",2.0,Casioqu
12960,Sleep Paralysis : mystery of the mountain village,9,6 user reviews,,"['Adventure', 'Indie', 'Early Access', 'Simulation', 'Gore', 'Violent', 'Horror']",7.0,"['Adventure', 'Indie', 'Simulation', 'Early Access']",4.0,catgames.id
12961,DOA6 Seaside Eden Costume - Hayabusa,,,10,"['Action', 'Gore', 'Violent', 'Nudity', 'Sexual Content']",5.0,['Action'],1.0,"KOEI TECMO GAMES CO., LTD."
12962,Hyperdimension Neptunia Re;Birth2 Giant Island,,1 user reviews,,"['RPG', 'Strategy']",2.0,"['RPG', 'Strategy', 'Idea Factory', 'Compile Heart', 'Felistella', 'Idea Factory International']",6.0,Idea Factory International
12963,Zombie Apocalypse,33,Positive,,"['Action', 'Casual', 'Adventure', 'Indie', 'Early Access', 'Zombies']",6.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",5.0,Kapitan
12964,DOA6 Seaside Eden Costume - Bayman,,,10,"['Nudity', 'Sexual Content', 'Action', 'Gore', 'Violent']",5.0,['Action'],1.0,"KOEI TECMO GAMES CO., LTD."
12965,Call of Duty®: Ghosts - Extra Slots Pack,,2 user reviews,,['Action'],1.0,['Action'],1.0,Activision
12966,"Just Sleep - Meditate, Focus, Relax",,Positive,,"['Casual', 'Relaxing']",2.0,['Casual'],1.0,Ghulam Jewel
12967,Call of Duty®: Black Ops II - Zombies Personalization Pack,,8 user reviews,8,['Action'],1.0,['Action'],1.0,Activision
